balcony_area,built_up_area,carpet_area,land_area,distance_to_main_road,nearby_hospital_distance,nearby_market_distance,nearby_metro_distance,nearby_playground_distance,building_age,water_supply_hours,year_built,maintenance_fee,property_tax,service_charge,price,view_count,photo_count,balconies,baths,beds,floor,number_of_units,parking_spaces,total_floors,elevator,furnished,gas_connection,generator,internet_available,power_backup,security_guard,servant_room,road_width,facing_direction,kitchen_type,locality,type
75.86,1383.78,1213.34,1594.77,410.0,1210.0,530.0,1370.0,1210.0,10.0,14.0,2016,40.39,418.52,13.63,4006149.0,1608,11,2,3,2,7,187,3,7,False,True,True,False,False,True,False,False,41.0,east,inline,Tejgaon,apartment
371.38,7324.83,6117.35,11862.57,265.0,660.0,550.0,230.0,420.0,17.0,17.0,2009,355.63,2674.32,183.54,64688551.4,2842,18,3,5,5,1,1,2,1,False,True,True,False,True,False,False,False,13.0,north,dedicated,Bashundhara,villa
34.49,874.88,769.34,920.19,805.0,720.0,1320.0,680.0,700.0,31.0,11.0,1995,20.2,209.92,12.82,2142056.48,2395,9,1,2,1,10,190,3,13,True,False,False,True,False,True,True,False,15.0,south,inline,Rampura,condominium
432.65,6997.67,6243.69,12144.68,395.0,190.0,440.0,340.0,120.0,34.0,21.0,1992,266.62,2148.32,121.76,48386304.37,3329,27,3,4,4,1,1,1,4,False,True,True,True,True,True,True,False,29.0,north,dedicated,Uttara,villa
121.88,3335.0,2593.48,3583.46,280.0,320.0,340.0,280.0,440.0,28.0,20.0,1998,147.45,1465.28,67.23,25012332.59,4752,35,3,5,5,6,130,1,10,True,False,True,False,False,False,False,False,21.0,south,dedicated,Dhanmondi,penthouse
77.78,1292.71,1027.32,1513.0,735.0,1400.0,730.0,1120.0,1340.0,29.0,22.0,1997,35.83,324.75,13.21,2752018.21,4933,40,3,3,3,10,121,0,15,True,True,True,False,True,False,True,False,50.0,west,inline,Khilgaon,apartment
52.33,1104.37,944.57,1273.64,1440.0,340.0,670.0,590.0,1310.0,36.0,17.0,1990,27.97,168.56,9.31,2401339.64,3372,19,3,3,3,5,35,1,7,True,False,True,True,False,False,True,False,51.0,south,inline,Lalbagh,apartment
61.79,882.82,753.41,1008.56,900.0,860.0,590.0,920.0,720.0,24.0,17.0,2002,24.77,215.43,11.29,1999712.6,2848,26,1,2,1,1,19,0,9,True,False,False,False,False,False,True,False,51.0,north,inline,Tejgaon,apartment
110.68,2243.48,2007.7,2420.32,540.0,320.0,700.0,670.0,350.0,17.0,15.0,2009,74.72,857.13,63.02,14760917.98,971,7,3,5,5,25,80,3,30,False,False,True,True,True,False,True,False,54.0,west,dedicated,Gulshan,condominium
151.38,4690.73,3870.31,8972.45,670.0,750.0,760.0,930.0,1080.0,3.0,16.0,2023,117.09,1321.6,49.86,16805635.0,3282,20,3,4,4,3,1,2,4,True,False,True,False,False,True,False,False,29.0,south,dedicated,Badda,bungalow
109.28,1641.96,1423.05,2745.56,720.0,710.0,820.0,960.0,1040.0,26.0,8.0,2000,45.36,488.15,15.22,3933285.55,1071,29,3,4,4,1,1,3,3,False,True,True,False,True,False,False,False,68.0,east,dedicated,Rampura,townhouse
62.95,1050.84,927.39,1163.92,805.0,1230.0,720.0,1280.0,900.0,11.0,8.0,2015,26.23,168.23,10.1,3210210.68,195,12,2,3,2,10,170,0,11,True,False,False,True,False,False,True,False,31.0,west,inline,Tejgaon,apartment
72.2,1225.76,1034.75,1453.21,440.0,410.0,430.0,390.0,90.0,17.0,7.0,2009,51.97,793.45,30.63,9078926.27,589,9,3,4,3,14,153,1,16,True,True,True,True,True,True,True,False,29.0,west,inline,Niketon,apartment
39.65,926.77,719.29,1000.44,635.0,1040.0,770.0,550.0,590.0,18.0,13.0,2008,22.61,147.25,7.58,2500552.47,2422,29,3,3,3,2,77,2,17,True,True,False,False,True,False,True,False,76.0,west,inline,Mirpur 1,apartment
183.78,3595.22,2730.35,3809.27,340.0,660.0,70.0,240.0,430.0,21.0,23.0,2005,192.8,1723.52,85.6,29818842.45,575,17,3,4,4,5,135,2,6,True,False,True,True,True,True,True,False,61.0,east,dedicated,Cantonment,penthouse
125.94,3191.84,2714.19,4983.72,535.0,120.0,170.0,680.0,320.0,11.0,7.0,2015,127.71,1338.31,54.98,27577926.01,1000,19,3,6,6,1,1,1,1,True,True,True,False,True,False,True,False,77.0,east,dedicated,Banani,triplex
86.56,2694.49,2375.45,4132.41,500.0,150.0,420.0,140.0,300.0,35.0,17.0,1991,159.03,847.2,69.92,14795939.56,3682,9,3,6,5,2,1,1,3,False,True,True,True,True,True,True,False,17.0,south,dedicated,Cantonment,duplex
33.07,911.31,722.14,1014.35,275.0,1220.0,770.0,1420.0,650.0,2.0,14.0,2024,21.78,216.3,11.77,2806075.35,57,19,3,4,3,16,115,1,25,True,False,True,False,True,True,False,False,23.0,east,inline,Tejgaon,apartment
163.23,2148.05,1725.77,3726.45,640.0,1280.0,670.0,630.0,470.0,1.0,8.0,2025,43.51,670.24,18.94,6923599.0,229,15,3,5,4,4,1,0,4,True,True,True,False,True,False,False,False,62.0,north,dedicated,Rampura,triplex
90.34,1574.17,1411.72,1887.09,705.0,210.0,770.0,450.0,760.0,10.0,8.0,2016,45.98,262.33,17.66,4550574.23,2821,15,3,3,3,4,24,2,30,True,True,False,True,True,False,False,False,40.0,east,dedicated,Jatrabari,apartment
118.35,2166.76,1708.35,4091.4,1290.0,340.0,550.0,1100.0,1110.0,26.0,24.0,2000,50.2,650.07,30.07,4864754.92,2477,9,3,3,3,1,1,3,2,False,False,True,False,False,False,False,False,73.0,east,dedicated,Old Dhaka,townhouse
34.3,763.54,643.77,827.61,210.0,720.0,1050.0,700.0,1350.0,6.0,12.0,2020,22.35,176.39,6.05,2327286.85,1318,30,2,2,2,7,19,0,8,False,False,True,True,True,False,False,False,64.0,south,inline,Badda,apartment
60.4,992.15,745.44,1119.55,715.0,600.0,420.0,1470.0,570.0,27.0,7.0,1999,16.04,227.59,14.48,2268649.79,4226,37,2,3,2,14,181,0,14,True,True,False,False,True,False,False,True,30.0,west,inline,Shahbagh,condominium
65.23,1147.3,947.39,1333.33,1300.0,840.0,520.0,990.0,1010.0,17.0,22.0,2009,19.13,355.05,14.3,2939270.45,2373,36,3,3,3,12,78,1,12,True,False,True,False,True,False,False,False,12.0,east,inline,Shahbagh,condominium
189.61,2527.52,2136.94,4028.53,535.0,650.0,370.0,180.0,590.0,8.0,23.0,2018,62.92,609.8,29.82,13122157.98,2105,39,3,6,5,4,1,2,4,False,False,True,True,True,True,False,False,68.0,west,dedicated,Kafrul,duplex
121.48,1878.81,1466.62,2042.56,905.0,220.0,650.0,950.0,410.0,22.0,22.0,2004,64.02,801.59,24.95,7666479.86,528,40,3,4,3,5,186,1,27,False,False,False,False,True,True,True,False,72.0,north,dedicated,Kafrul,condominium
68.01,1155.4,1031.65,1336.31,1105.0,1420.0,1450.0,1380.0,750.0,15.0,7.0,2011,29.37,323.46,16.52,3288863.43,621,13,2,2,2,1,35,0,6,True,False,False,True,True,False,False,False,63.0,east,inline,Tejgaon,apartment
220.67,3372.57,2818.19,3653.1,310.0,220.0,210.0,1010.0,350.0,3.0,18.0,2023,62.0,1065.64,42.05,12242681.0,3733,34,3,5,5,2,25,2,7,True,True,True,False,True,False,False,False,14.0,east,dedicated,Mirpur 1,penthouse
107.01,2856.18,2152.39,5554.23,815.0,350.0,150.0,410.0,460.0,21.0,7.0,2005,95.25,1182.77,36.09,12772234.54,2783,8,3,6,6,1,1,1,3,True,True,True,False,False,True,True,False,26.0,west,dedicated,Shyamoli,triplex
91.11,2452.8,2172.51,4387.38,785.0,300.0,510.0,950.0,370.0,13.0,23.0,2013,85.24,779.44,48.06,12476278.46,4276,26,3,5,4,2,1,2,3,True,True,True,True,True,True,False,False,67.0,south,dedicated,Kafrul,townhouse
187.83,4295.71,3857.72,6914.57,520.0,350.0,80.0,420.0,430.0,17.0,12.0,2009,223.76,1716.55,100.23,37711802.42,3683,33,3,5,4,2,1,2,4,True,True,True,True,False,False,True,True,21.0,west,dedicated,Bashundhara,bungalow
58.83,1289.82,1084.09,1496.73,440.0,910.0,1010.0,440.0,240.0,22.0,18.0,2004,33.11,255.69,11.25,2716319.61,2543,25,2,3,2,14,62,1,20,True,False,False,True,False,True,False,False,71.0,south,inline,Badda,apartment
88.84,1616.91,1442.89,1714.85,60.0,190.0,500.0,50.0,80.0,36.0,9.0,1990,84.97,725.48,39.44,8296258.92,4488,36,3,3,3,3,125,1,21,True,True,True,False,True,True,True,True,34.0,south,dedicated,Nikunja,apartment
97.45,1497.3,1250.07,1791.17,985.0,1060.0,790.0,330.0,950.0,29.0,9.0,1997,35.22,293.78,16.73,3121540.35,3419,22,2,3,2,21,43,0,25,True,True,False,True,True,False,False,False,74.0,north,dedicated,Lalbagh,apartment
77.44,1299.88,1038.46,1398.68,315.0,120.0,970.0,660.0,300.0,40.0,14.0,1986,34.0,560.32,22.47,4617249.97,1114,26,2,3,2,17,68,0,25,False,True,False,False,False,False,False,True,25.0,east,inline,Farmgate,apartment
78.95,1409.05,1113.01,1664.86,425.0,100.0,390.0,90.0,120.0,19.0,8.0,2007,82.25,471.26,26.22,11253533.7,4327,39,2,3,2,6,142,1,19,True,True,True,False,True,False,True,False,80.0,south,dedicated,Dhanmondi,condominium
93.84,2471.52,2009.22,2951.31,285.0,250.0,240.0,280.0,540.0,4.0,12.0,2022,94.99,827.91,49.02,18982931.42,4814,5,3,5,4,11,83,3,17,True,False,True,True,False,False,False,True,63.0,north,dedicated,Bashundhara,apartment
61.89,1428.72,1164.56,1694.35,680.0,170.0,730.0,550.0,600.0,3.0,13.0,2023,31.9,534.42,16.81,6535096.32,2690,36,3,3,3,16,125,3,22,False,False,True,True,True,True,False,False,49.0,south,dedicated,Kalabagan,apartment
31.98,727.32,549.32,861.99,630.0,1280.0,1070.0,1230.0,660.0,0.0,8.0,2026,12.19,200.48,10.33,2223266.23,1349,26,1,2,1,7,34,3,12,True,False,False,False,False,False,False,False,44.0,west,inline,Rampura,apartment
330.14,4495.86,3978.57,4882.36,530.0,250.0,140.0,490.0,150.0,35.0,18.0,1991,237.21,2231.54,126.12,31451425.71,3620,5,3,5,4,9,178,1,17,True,True,True,True,True,True,False,True,39.0,south,dedicated,Dhanmondi,penthouse
32.22,1032.63,896.65,1142.44,1405.0,790.0,370.0,720.0,710.0,10.0,13.0,2016,22.28,161.61,8.29,2942330.98,2272,15,3,3,3,24,96,2,30,False,False,True,False,True,True,False,False,57.0,south,inline,Jatrabari,apartment
121.03,1656.7,1275.04,3084.73,1095.0,280.0,1340.0,840.0,880.0,13.0,22.0,2013,35.81,491.84,13.2,4335723.37,1602,11,3,3,3,1,1,3,1,False,True,False,False,False,False,False,True,54.0,north,dedicated,Rampura,townhouse
220.87,3873.36,3465.99,4556.72,695.0,350.0,70.0,620.0,590.0,11.0,6.0,2015,172.11,2538.46,104.49,32664457.32,2790,32,3,5,4,8,146,1,20,True,False,True,True,True,True,True,True,50.0,south,dedicated,Gulshan,penthouse
76.43,2022.2,1745.92,2772.42,1465.0,450.0,840.0,520.0,560.0,33.0,19.0,1993,55.28,415.09,18.6,4439978.44,3303,10,3,4,4,2,1,2,2,False,False,True,False,False,True,False,False,26.0,west,dedicated,Paltan,duplex
127.82,2290.23,1903.74,4132.26,380.0,250.0,160.0,950.0,410.0,6.0,10.0,2020,48.91,558.74,30.97,12227213.03,564,13,3,4,4,1,1,3,4,False,False,True,True,True,False,True,False,33.0,east,dedicated,Kafrul,duplex
183.99,2323.98,1869.48,3984.34,1275.0,1070.0,1300.0,1170.0,590.0,35.0,17.0,1991,62.66,612.55,33.94,5015241.9,2109,25,3,4,4,1,1,1,4,True,False,False,False,False,True,False,True,59.0,south,dedicated,Wari,townhouse
54.29,1806.78,1493.33,1938.42,645.0,210.0,430.0,930.0,770.0,13.0,16.0,2013,55.69,478.06,30.34,8129028.63,3285,7,3,5,4,2,19,0,18,True,True,False,False,True,True,True,False,75.0,south,dedicated,Motijheel,apartment
118.42,1677.23,1500.72,1859.13,1005.0,1320.0,200.0,870.0,240.0,35.0,20.0,1991,36.4,438.49,20.71,3784381.93,1414,19,3,4,4,2,75,3,6,True,False,False,True,True,True,False,False,56.0,east,dedicated,Tejgaon,condominium
118.3,2821.0,2164.25,4246.61,175.0,400.0,630.0,450.0,320.0,17.0,24.0,2009,128.63,1292.67,66.95,21033429.54,2763,5,3,5,4,1,1,1,2,False,True,True,False,False,True,True,True,73.0,south,dedicated,Banani,townhouse
372.65,5014.92,3901.79,5651.14,320.0,520.0,380.0,240.0,110.0,30.0,18.0,1996,254.14,1550.42,93.23,33124769.2,1078,24,3,5,5,11,112,1,22,True,True,True,True,True,False,True,False,58.0,north,dedicated,Gulshan,penthouse
56.64,1020.42,860.45,1078.07,215.0,220.0,1040.0,910.0,920.0,23.0,20.0,2003,25.97,271.69,8.34,2303347.31,3461,37,3,4,3,3,168,3,14,True,False,True,False,True,False,False,False,13.0,south,inline,Mirpur 10,apartment
97.76,2345.21,2046.33,4545.8,1050.0,1080.0,1370.0,650.0,450.0,15.0,15.0,2011,64.57,622.83,34.47,6109216.37,3256,37,3,4,4,3,1,0,4,False,True,True,False,False,False,False,True,27.0,north,dedicated,Badda,duplex
322.97,5794.07,4758.14,9975.53,590.0,110.0,600.0,430.0,550.0,38.0,17.0,1988,220.72,3275.57,132.82,44884891.73,1069,25,3,5,5,1,1,3,1,True,True,True,False,True,True,False,False,52.0,south,dedicated,Banani,villa
73.01,1599.92,1321.87,1823.05,1390.0,510.0,1090.0,1320.0,630.0,11.0,10.0,2015,30.14,299.61,18.99,4157888.75,3675,22,3,4,4,12,100,2,18,True,False,True,True,False,False,True,True,48.0,east,dedicated,Rampura,apartment
62.19,1389.34,1116.82,1606.0,345.0,1440.0,340.0,360.0,270.0,37.0,14.0,1989,40.99,245.4,19.89,2726117.62,244,14,2,3,2,14,55,2,19,True,False,True,True,True,False,False,False,58.0,south,inline,Mirpur 1,apartment
114.42,1489.23,1148.65,2512.25,575.0,310.0,970.0,470.0,1180.0,12.0,11.0,2014,32.6,359.83,16.87,4425882.74,1635,35,2,2,2,2,1,2,3,False,False,True,False,True,True,False,False,15.0,north,dedicated,Lalbagh,duplex
209.04,3468.54,2771.85,5198.49,475.0,240.0,430.0,680.0,140.0,18.0,14.0,2008,134.43,1522.41,76.38,25237136.77,3618,13,3,6,6,1,1,1,2,False,True,False,False,True,False,False,False,16.0,west,dedicated,Niketon,townhouse
81.05,1745.11,1558.48,2810.59,1495.0,820.0,1340.0,600.0,1250.0,11.0,10.0,2015,27.08,503.7,20.32,5099115.67,4501,35,3,4,3,4,1,3,4,False,False,False,True,False,True,False,False,77.0,west,dedicated,Mirpur 10,duplex
56.4,1607.12,1308.68,1796.77,1400.0,600.0,370.0,380.0,510.0,31.0,20.0,1995,45.59,415.42,23.83,3240077.45,1706,15,3,3,3,7,155,2,10,False,False,True,False,False,False,True,False,46.0,south,dedicated,Wari,condominium
137.22,1903.46,1679.04,2057.75,550.0,490.0,650.0,420.0,510.0,15.0,23.0,2011,78.99,1237.52,34.36,16285410.31,4003,37,3,4,4,10,137,1,18,True,True,False,True,True,True,True,False,62.0,west,dedicated,Cantonment,condominium
172.3,2455.2,2130.23,4453.73,1040.0,520.0,570.0,240.0,1390.0,5.0,21.0,2021,39.85,544.38,28.73,8775434.36,1508,14,3,7,6,3,1,0,4,False,True,True,True,False,False,False,True,12.0,east,dedicated,Tejgaon,duplex
37.62,811.41,721.81,913.5,1160.0,210.0,1110.0,560.0,680.0,15.0,10.0,2011,19.88,125.12,11.39,1883860.9,211,7,1,1,1,10,164,3,18,True,True,True,True,False,True,True,False,20.0,east,inline,Khilgaon,apartment
52.18,1435.32,1125.56,1704.56,180.0,60.0,520.0,160.0,630.0,23.0,24.0,2003,75.2,692.54,30.22,8798890.9,4992,7,3,4,3,20,197,2,25,True,True,False,True,True,True,False,True,16.0,south,dedicated,Bashundhara,condominium
93.3,1468.14,1183.92,1757.76,165.0,330.0,210.0,150.0,490.0,39.0,19.0,1987,37.44,457.85,29.27,4982156.08,2312,9,3,4,3,21,172,3,25,True,True,False,True,True,False,False,False,53.0,east,dedicated,Shyamoli,apartment
221.95,3401.92,2640.88,4747.01,1445.0,790.0,1120.0,900.0,550.0,23.0,22.0,2003,67.49,549.63,27.85,7753874.8,3789,18,3,6,5,1,1,2,1,False,True,False,False,True,True,False,False,48.0,south,dedicated,Tejgaon,triplex
80.56,1068.49,926.53,1243.23,385.0,470.0,930.0,460.0,290.0,5.0,20.0,2021,33.89,419.31,18.9,4881399.55,3279,31,3,4,3,6,26,2,23,True,False,False,False,True,True,False,False,66.0,north,inline,Kalabagan,apartment
90.34,1918.43,1471.67,2164.96,210.0,540.0,920.0,180.0,800.0,9.0,17.0,2017,38.52,597.87,36.2,8378503.18,869,7,3,4,4,5,58,3,12,False,False,True,False,False,False,False,False,32.0,south,dedicated,Mohammedpur,apartment
142.64,1896.45,1619.75,2042.48,725.0,380.0,280.0,900.0,700.0,12.0,11.0,2014,75.03,541.94,36.53,7687470.2,885,9,3,3,3,3,46,2,17,True,False,True,True,False,True,False,False,69.0,north,dedicated,Kalabagan,apartment
117.2,2863.09,2533.37,5233.77,180.0,520.0,160.0,150.0,220.0,26.0,15.0,2000,116.79,1728.49,79.1,18043020.92,721,13,3,5,5,1,1,2,2,False,True,True,True,True,True,True,True,54.0,west,dedicated,Niketon,duplex
112.84,3624.16,2782.15,4123.47,690.0,80.0,350.0,260.0,320.0,19.0,22.0,2007,116.0,1741.12,68.79,27997209.34,1040,26,3,6,6,25,168,2,28,True,True,True,True,True,False,True,False,66.0,south,dedicated,Gulshan,penthouse
87.72,1174.31,905.68,1393.84,185.0,690.0,430.0,700.0,150.0,37.0,18.0,1989,36.92,483.9,32.71,5733830.15,1904,22,3,3,3,7,24,2,12,True,True,False,True,True,True,False,True,61.0,north,inline,Nikunja,apartment
152.77,2931.6,2554.57,5752.02,150.0,450.0,430.0,430.0,690.0,36.0,15.0,1990,108.51,1280.43,56.6,10780266.16,1178,16,3,5,4,1,1,0,3,False,True,False,False,False,True,False,True,57.0,west,dedicated,Shyamoli,duplex
65.78,897.91,780.29,1022.17,655.0,790.0,400.0,390.0,950.0,7.0,7.0,2019,18.93,245.65,8.7,2930463.03,1301,24,1,1,1,27,71,1,28,True,True,False,False,False,True,False,False,25.0,north,inline,Jatrabari,apartment
53.22,879.62,663.32,943.54,880.0,1150.0,520.0,1100.0,410.0,10.0,21.0,2016,23.1,296.78,8.55,2415224.21,4993,35,2,3,2,10,108,3,10,True,False,True,False,True,True,False,False,44.0,north,inline,Mirpur 10,apartment
58.82,1666.47,1291.73,1902.43,1070.0,1040.0,290.0,450.0,430.0,17.0,20.0,2009,37.12,547.32,14.64,4232864.02,3590,12,3,5,4,7,197,2,7,True,False,False,False,False,False,False,False,20.0,north,dedicated,Jatrabari,apartment
114.2,2698.41,2370.09,5087.65,280.0,260.0,540.0,640.0,480.0,21.0,21.0,2005,134.35,1235.5,41.56,18179211.03,2089,31,3,4,4,1,1,3,1,False,False,True,False,True,True,False,True,65.0,east,dedicated,Dhanmondi,townhouse
96.03,1333.95,1185.17,1471.25,300.0,230.0,1330.0,1110.0,1350.0,12.0,14.0,2014,20.99,334.64,12.15,4108999.25,1491,11,2,3,2,5,12,1,14,True,False,False,False,True,False,False,False,42.0,east,inline,Lalbagh,condominium
272.27,4954.02,4338.4,9661.2,280.0,300.0,540.0,60.0,510.0,37.0,21.0,1989,271.88,3304.28,114.25,26524728.38,1980,16,3,7,6,3,1,1,3,False,False,True,False,True,True,True,False,26.0,north,dedicated,Banani,triplex
115.26,2215.1,1841.52,3782.39,1240.0,260.0,1270.0,1410.0,1160.0,13.0,21.0,2013,63.7,477.84,24.57,6760076.49,3931,7,3,7,6,2,1,1,2,False,False,False,False,True,False,False,False,26.0,north,dedicated,Rampura,townhouse
38.92,1038.66,834.02,1182.6,1275.0,1350.0,790.0,1190.0,440.0,19.0,7.0,2007,22.56,260.51,11.91,2568937.33,3586,10,2,3,2,6,28,2,27,True,False,False,False,False,False,False,True,24.0,north,inline,Jatrabari,condominium
309.62,4720.77,4194.3,6504.53,280.0,580.0,240.0,310.0,130.0,14.0,7.0,2012,184.66,3030.81,99.77,40044608.0,3217,27,3,6,6,2,1,1,2,False,False,True,True,True,True,True,True,57.0,south,dedicated,Baridhara,villa
276.63,4523.29,3922.1,4859.34,280.0,520.0,590.0,200.0,160.0,20.0,19.0,2006,251.4,2210.73,84.65,36187115.6,2985,4,3,7,6,8,197,1,8,True,False,False,False,True,True,False,False,72.0,west,dedicated,Bashundhara,penthouse
173.53,2653.08,2200.01,4428.75,380.0,200.0,190.0,620.0,470.0,38.0,23.0,1988,155.67,1672.47,53.44,17058613.39,4985,40,3,6,6,4,1,1,4,False,True,False,True,False,True,True,False,23.0,east,dedicated,Dhanmondi,townhouse
47.93,1012.8,839.19,1136.67,415.0,1010.0,1020.0,1000.0,310.0,0.0,9.0,2026,16.53,253.4,9.82,3546656.11,3849,32,2,3,2,5,45,3,7,True,False,False,False,False,False,False,False,43.0,south,inline,Tejgaon,condominium
134.46,2645.89,2201.21,2965.9,255.0,110.0,180.0,670.0,390.0,10.0,21.0,2016,95.82,1318.19,75.96,23219637.02,413,33,3,4,4,8,179,3,25,True,True,True,True,True,False,False,False,59.0,north,dedicated,Bashundhara,condominium
40.29,913.73,779.95,1057.17,1110.0,1460.0,920.0,220.0,460.0,21.0,12.0,2005,24.39,169.67,12.32,2041182.79,264,24,2,2,2,5,115,2,10,True,False,True,True,True,False,False,False,40.0,north,inline,Jatrabari,apartment
46.51,806.69,719.47,948.73,300.0,1000.0,1100.0,1070.0,390.0,38.0,19.0,1988,17.82,180.56,6.48,1673380.18,4742,30,1,2,1,9,53,1,23,True,False,True,False,True,False,False,False,27.0,east,inline,Old Dhaka,apartment
184.28,4756.0,3682.26,8418.74,660.0,400.0,370.0,100.0,260.0,20.0,22.0,2006,179.82,1637.05,121.41,44559343.72,812,36,3,5,5,1,1,3,3,False,False,False,False,True,True,True,True,69.0,north,dedicated,Banani,villa
238.11,3001.02,2643.45,3434.69,385.0,690.0,660.0,150.0,260.0,4.0,10.0,2022,171.14,1946.79,87.6,33636233.8,990,29,3,6,6,2,37,3,16,True,True,True,True,True,True,True,True,36.0,south,dedicated,Niketon,penthouse
183.03,2618.8,2070.24,5083.71,720.0,100.0,750.0,400.0,160.0,32.0,13.0,1994,56.15,1011.92,43.36,9133678.24,1990,22,3,6,5,1,1,0,1,False,False,True,True,True,False,True,False,40.0,north,dedicated,Shyamoli,duplex
209.63,4045.19,3056.08,7604.31,450.0,90.0,340.0,270.0,470.0,26.0,14.0,2000,167.59,2346.39,71.6,34258065.08,111,37,3,5,4,1,1,2,2,False,False,True,False,True,False,False,True,50.0,west,dedicated,Baridhara,villa
209.72,3838.9,3036.69,6115.82,75.0,50.0,90.0,190.0,480.0,27.0,8.0,1999,199.88,2487.83,106.31,25706573.24,2959,30,3,5,5,1,1,1,1,False,False,True,True,True,False,True,True,77.0,west,dedicated,Cantonment,triplex
98.76,1650.18,1283.63,2401.92,1220.0,340.0,1060.0,1140.0,820.0,38.0,17.0,1988,40.17,298.47,22.4,3332198.27,4407,25,3,4,3,2,1,3,4,True,False,True,False,True,False,False,False,19.0,east,dedicated,Mirpur 1,townhouse
82.89,2760.31,2379.36,3269.43,460.0,170.0,170.0,250.0,200.0,2.0,22.0,2024,119.88,965.43,62.48,28768945.52,1427,39,3,5,5,6,111,2,10,True,True,True,True,True,False,True,False,21.0,north,dedicated,Baridhara,penthouse
220.77,6045.37,4987.15,11256.09,475.0,690.0,380.0,730.0,930.0,34.0,16.0,1992,157.97,2393.39,96.22,28246984.3,355,35,3,6,6,4,1,1,4,True,True,False,False,True,True,False,False,50.0,west,dedicated,Motijheel,villa
62.16,983.73,880.86,1134.6,755.0,140.0,330.0,740.0,620.0,1.0,15.0,2025,31.24,394.33,14.55,5708057.23,325,9,2,3,2,11,102,2,19,True,False,False,False,True,True,False,False,60.0,north,inline,Mohammedpur,condominium
121.17,2683.93,2393.44,3762.76,560.0,990.0,280.0,1410.0,1340.0,30.0,6.0,1996,43.4,464.59,36.92,6725587.8,2654,37,3,6,6,1,1,2,1,False,False,True,False,False,True,False,False,31.0,south,dedicated,Rampura,triplex
315.93,5881.15,4888.13,10502.29,880.0,670.0,300.0,1280.0,500.0,39.0,24.0,1987,103.56,1192.02,49.33,13076423.68,3081,14,3,4,4,3,1,3,3,False,False,False,False,True,False,True,False,38.0,west,dedicated,Tejgaon,bungalow
70.43,1033.35,853.49,1184.6,940.0,720.0,420.0,940.0,480.0,8.0,8.0,2018,22.06,188.08,14.26,3336273.04,150,29,3,3,3,10,166,3,11,True,False,False,False,False,False,True,True,77.0,west,inline,Malibagh,apartment
185.56,3712.0,3121.19,6051.54,625.0,360.0,560.0,240.0,460.0,0.0,15.0,2026,144.81,1397.9,65.88,46982457.86,730,19,3,5,4,1,1,1,4,False,False,True,True,True,True,True,False,17.0,west,dedicated,Dhanmondi,villa
176.56,2973.99,2267.24,4089.62,850.0,1120.0,510.0,590.0,350.0,23.0,16.0,2003,81.31,481.92,37.95,8007562.13,1614,25,3,6,5,1,1,3,3,False,True,False,False,False,False,False,False,30.0,south,dedicated,Mirpur 10,townhouse
46.27,1088.78,926.25,1200.24,730.0,570.0,390.0,150.0,300.0,4.0,16.0,2022,29.22,380.45,17.55,5802005.11,1963,32,2,3,2,22,145,3,23,True,False,True,True,True,True,True,True,23.0,south,inline,Kafrul,apartment
66.27,1379.17,1098.5,1542.51,385.0,1180.0,1170.0,420.0,1430.0,18.0,11.0,2008,26.38,365.03,11.74,3970989.81,3355,17,3,3,3,9,19,2,28,False,False,False,False,False,True,False,True,78.0,west,inline,Wari,condominium
49.79,1116.87,876.74,1181.1,550.0,300.0,1030.0,1360.0,520.0,25.0,15.0,2001,31.63,296.44,14.3,2501885.86,2996,17,3,4,3,12,109,3,13,False,False,False,False,False,False,False,True,60.0,south,inline,Mirpur 10,apartment
32.8,1039.95,810.8,1099.03,420.0,190.0,840.0,620.0,990.0,28.0,11.0,1998,28.9,467.36,17.87,3063090.74,3784,38,2,2,2,3,20,0,7,False,True,True,True,False,True,True,False,65.0,south,inline,Farmgate,apartment
52.07,860.21,681.7,998.07,1310.0,920.0,500.0,1420.0,750.0,25.0,18.0,2001,15.15,176.95,12.13,1765545.09,3604,25,2,2,2,4,60,0,22,True,False,True,False,True,False,False,True,61.0,south,inline,Rampura,apartment
55.16,1685.09,1308.33,1801.18,950.0,320.0,440.0,630.0,120.0,36.0,11.0,1990,40.36,748.48,33.67,5371282.15,4494,26,3,5,4,8,125,0,23,True,False,False,True,True,True,False,False,37.0,south,dedicated,Motijheel,apartment
61.17,1362.29,1178.77,1482.37,435.0,420.0,80.0,120.0,680.0,32.0,24.0,1994,69.27,551.6,36.3,7216830.82,4089,31,2,3,2,2,170,3,8,True,True,True,True,True,True,True,True,13.0,east,inline,Banani,apartment
77.06,2212.18,1907.84,3058.81,940.0,950.0,730.0,160.0,100.0,28.0,7.0,1998,84.71,820.45,41.04,8474844.74,652,10,3,6,6,1,1,1,4,False,True,True,False,True,False,False,True,41.0,west,dedicated,Farmgate,duplex
197.45,2476.54,1906.15,3508.94,770.0,850.0,220.0,490.0,460.0,25.0,7.0,2001,70.79,471.51,29.82,5637348.09,865,17,3,6,6,3,1,2,3,False,False,False,False,False,True,False,False,22.0,west,dedicated,Paltan,triplex
