balcony_area,built_up_area,carpet_area,land_area,distance_to_main_road,nearby_hospital_distance,nearby_market_distance,nearby_metro_distance,nearby_playground_distance,building_age,water_supply_hours,year_built,maintenance_fee,property_tax,service_charge,price,balconies,baths,beds,floor,number_of_units,parking_spaces,total_floors,elevator,furnished,gas_connection,generator,internet_available,power_backup,security_guard,servant_room,road_width,facing_direction,kitchen_type,locality,type
41.82,952.15,741.67,1083.24,1440.0,600.0,470.0,850.0,1020.0,0.0,14.0,2026,15.72,231.99,9.46,4278945.1,2,2,2,9,28,3,9,True,False,False,False,True,True,False,False,29.0,west,inline,Badda,apartment
131.74,2565.9,1988.25,4617.84,1260.0,290.0,200.0,1110.0,880.0,35.0,24.0,1991,63.68,466.98,33.35,9294987.7,3,7,6,3,1,0,3,False,False,False,False,True,False,False,False,33.0,south,dedicated,Lalbagh,duplex
41.34,1023.88,811.54,1223.37,545.0,930.0,430.0,290.0,1280.0,39.0,19.0,1987,23.61,217.15,8.97,3623541.3,3,4,3,3,92,2,6,True,False,True,False,False,True,False,True,68.0,east,inline,Lalbagh,condominium
89.1,1251.8,988.2,1321.03,335.0,250.0,1210.0,1040.0,1390.0,31.0,6.0,1995,19.22,412.2,16.16,4298039.59,2,2,2,13,194,3,18,True,False,False,True,False,True,False,False,35.0,north,inline,Old Dhaka,apartment
110.89,1969.09,1705.53,2336.02,330.0,460.0,680.0,520.0,980.0,10.0,19.0,2016,62.99,870.6,38.84,13546532.24,3,3,3,17,174,0,20,True,True,True,False,True,True,True,True,62.0,east,dedicated,Kalabagan,condominium
94.06,1200.46,1056.04,1383.33,595.0,1010.0,880.0,960.0,210.0,26.0,10.0,2000,36.0,369.0,17.71,4046148.19,3,3,3,6,163,2,26,True,False,False,False,False,True,False,False,43.0,south,inline,Wari,apartment
63.83,1827.66,1608.72,2013.15,860.0,550.0,340.0,450.0,710.0,7.0,17.0,2019,48.93,713.79,33.35,12876660.33,3,5,4,15,185,0,26,True,True,True,True,True,True,False,False,70.0,south,dedicated,Shyamoli,condominium
61.9,1733.52,1302.44,1882.98,250.0,290.0,220.0,440.0,140.0,20.0,20.0,2006,72.57,1054.87,34.8,14623988.52,3,4,4,22,146,1,26,True,True,True,True,True,True,False,False,54.0,west,dedicated,Cantonment,apartment
44.01,1315.16,1036.15,1383.31,830.0,940.0,830.0,500.0,190.0,11.0,17.0,2015,50.81,298.09,14.12,8148404.27,2,3,2,1,23,3,9,False,True,True,False,False,False,False,False,74.0,east,inline,Motijheel,condominium
271.57,5282.86,4749.28,6293.79,450.0,660.0,320.0,330.0,270.0,4.0,6.0,2022,234.61,2875.8,139.28,74148509.79,3,5,4,20,112,1,23,True,True,False,True,True,True,True,True,55.0,south,dedicated,Banani,penthouse
130.09,2008.5,1634.56,3449.71,625.0,860.0,380.0,110.0,220.0,16.0,19.0,2010,76.57,403.86,33.52,13494154.11,3,4,3,1,1,0,1,False,True,False,True,True,True,False,False,21.0,north,dedicated,Kafrul,duplex
102.47,1709.15,1399.05,2023.81,605.0,360.0,200.0,150.0,650.0,25.0,8.0,2001,53.43,871.17,27.06,13273672.98,3,4,3,2,151,1,11,True,True,True,False,True,True,False,False,53.0,west,dedicated,Dhanmondi,apartment
157.91,2468.22,2022.6,4439.79,725.0,370.0,390.0,830.0,200.0,14.0,14.0,2012,91.28,911.47,40.68,17301844.58,3,5,4,1,1,0,1,True,True,False,True,True,True,True,False,44.0,west,dedicated,Mohammedpur,townhouse
92.44,1558.99,1288.15,1843.32,130.0,830.0,480.0,140.0,110.0,18.0,17.0,2008,48.9,671.9,29.21,8724902.45,3,4,4,9,85,1,17,False,True,False,False,True,True,False,False,30.0,east,dedicated,Kalabagan,apartment
64.66,1778.9,1373.16,2003.9,705.0,450.0,940.0,650.0,880.0,0.0,6.0,2026,62.21,629.24,20.05,12950394.7,3,4,3,3,154,3,22,True,False,True,True,True,True,True,False,65.0,east,dedicated,Farmgate,apartment
45.94,1057.2,848.12,1254.62,305.0,790.0,1410.0,580.0,1320.0,7.0,7.0,2019,20.27,203.99,15.19,4253316.16,3,4,3,3,66,1,11,False,False,False,False,False,True,False,True,59.0,south,inline,Lalbagh,apartment
43.73,1358.0,1122.15,1601.68,290.0,640.0,380.0,170.0,570.0,29.0,7.0,1997,80.72,442.5,39.8,10972318.24,2,2,2,12,108,1,21,False,True,False,False,True,True,True,False,30.0,east,inline,Dhanmondi,condominium
149.18,2573.25,2183.13,3804.9,520.0,100.0,640.0,620.0,270.0,15.0,9.0,2011,78.46,1102.21,48.62,17913670.77,3,4,4,1,1,2,3,False,False,False,True,False,True,False,True,72.0,west,dedicated,Mohammedpur,triplex
67.38,1459.06,1117.51,1538.34,1035.0,270.0,620.0,290.0,1440.0,19.0,7.0,2007,30.23,267.56,15.31,5162285.05,3,4,3,9,162,0,20,True,False,False,False,False,False,False,False,26.0,east,dedicated,Badda,apartment
40.58,1152.51,1018.72,1292.58,1430.0,800.0,1420.0,950.0,400.0,17.0,16.0,2009,33.27,342.8,12.34,4298877.52,2,2,2,13,24,0,27,True,False,True,False,False,False,True,False,47.0,east,inline,Mirpur 1,apartment
252.36,5227.1,4405.76,7652.07,555.0,150.0,480.0,440.0,510.0,25.0,22.0,2001,156.96,1659.82,95.63,35674925.87,3,6,6,1,1,0,2,False,False,False,False,False,False,False,False,34.0,south,dedicated,Mohammedpur,villa
76.82,1069.95,918.34,1220.93,1205.0,950.0,820.0,1160.0,1440.0,3.0,21.0,2023,21.3,246.57,14.88,4576915.69,3,3,3,9,143,1,14,False,True,False,False,False,True,False,True,48.0,south,inline,Mirpur 10,apartment
72.56,1670.19,1482.21,1908.68,490.0,910.0,600.0,610.0,530.0,28.0,10.0,1998,66.64,536.67,27.73,8956404.92,3,3,3,7,120,2,17,True,False,True,False,True,True,True,False,13.0,north,dedicated,Kafrul,apartment
82.2,1438.1,1202.28,1703.23,655.0,320.0,630.0,700.0,580.0,22.0,8.0,2004,47.11,436.21,15.14,8497854.77,3,4,3,26,47,0,30,True,True,True,True,True,True,False,False,59.0,east,dedicated,Kalabagan,condominium
43.71,1334.7,1019.54,1529.83,755.0,220.0,700.0,650.0,600.0,12.0,19.0,2014,28.94,254.18,15.63,5542302.66,2,3,2,1,31,0,12,True,False,True,False,False,False,True,False,39.0,east,inline,Paltan,condominium
155.19,2357.37,1980.17,3739.12,455.0,1310.0,360.0,480.0,1270.0,18.0,11.0,2008,42.1,688.27,23.66,9466502.68,3,5,5,1,1,2,1,True,False,True,True,False,False,False,False,40.0,north,dedicated,Khilgaon,townhouse
128.02,2993.64,2306.4,4833.81,540.0,150.0,140.0,340.0,260.0,14.0,7.0,2012,129.96,1602.63,82.46,31220685.14,3,5,5,2,1,2,2,True,True,True,True,True,True,False,False,17.0,east,dedicated,Niketon,duplex
61.27,897.68,758.19,1061.29,890.0,760.0,360.0,260.0,280.0,31.0,24.0,1995,31.83,324.06,11.07,4682545.18,2,2,2,5,197,2,6,True,False,True,False,True,True,False,True,23.0,north,inline,Kalabagan,apartment
306.12,3964.78,3074.95,7156.2,110.0,620.0,500.0,660.0,550.0,20.0,19.0,2006,190.39,1749.97,97.77,37966756.37,3,5,4,1,1,3,1,False,False,True,True,True,False,True,True,48.0,east,dedicated,Dhanmondi,triplex
110.06,1630.32,1400.16,1798.24,645.0,310.0,960.0,990.0,910.0,33.0,8.0,1993,65.09,392.08,24.52,8345202.66,3,5,4,22,91,0,29,False,False,True,True,True,True,False,False,27.0,west,dedicated,Mohammedpur,apartment
250.81,5375.61,4150.03,9418.89,550.0,600.0,400.0,640.0,270.0,0.0,8.0,2026,195.75,1990.82,154.93,65571680.1,3,6,5,2,1,2,3,False,True,True,True,True,False,True,False,19.0,north,dedicated,Baridhara,triplex
476.7,6916.47,6107.76,12106.86,185.0,310.0,80.0,80.0,450.0,7.0,13.0,2019,246.89,2690.59,174.07,91538251.09,3,4,4,1,1,2,4,False,True,True,True,True,False,True,False,18.0,west,dedicated,Baridhara,villa
122.2,2145.98,1886.08,2533.74,300.0,280.0,260.0,60.0,600.0,21.0,7.0,2005,65.78,1258.72,34.75,18094596.68,3,5,4,6,106,1,29,False,True,True,True,True,True,False,True,50.0,east,dedicated,Bashundhara,condominium
112.84,3431.63,2677.04,4706.46,155.0,540.0,630.0,500.0,240.0,11.0,12.0,2015,142.75,1765.9,59.86,36703206.79,3,5,4,2,1,3,2,False,True,True,True,True,True,True,False,52.0,west,dedicated,Cantonment,duplex
131.69,2060.6,1826.64,3147.03,990.0,750.0,800.0,970.0,900.0,23.0,19.0,2003,45.61,441.59,24.07,7893467.54,3,4,4,1,1,2,1,False,False,False,False,True,True,False,False,54.0,south,dedicated,Jatrabari,duplex
68.65,1156.77,1040.19,1386.45,630.0,960.0,890.0,470.0,290.0,21.0,16.0,2005,24.44,442.09,18.1,6611233.77,3,3,3,6,193,0,23,True,False,False,True,False,False,False,False,42.0,west,inline,Farmgate,condominium
81.22,1641.15,1431.18,2242.42,1075.0,1240.0,1440.0,420.0,540.0,10.0,21.0,2016,40.81,295.12,16.28,7276738.53,3,4,3,2,1,2,2,False,False,False,True,True,False,False,False,19.0,east,dedicated,Paltan,duplex
89.97,1453.89,1292.65,1699.68,885.0,1270.0,1200.0,300.0,1460.0,39.0,19.0,1987,35.82,403.48,15.81,4900333.46,2,2,2,3,70,2,12,True,False,True,False,False,False,True,False,80.0,south,dedicated,Rampura,apartment
147.38,3811.4,3185.16,5922.44,510.0,300.0,270.0,390.0,740.0,18.0,10.0,2008,113.98,1346.39,59.88,24865293.14,3,4,4,1,1,0,1,False,False,False,True,True,False,False,False,15.0,north,dedicated,Mohammedpur,triplex
79.76,1361.02,1058.21,1528.17,800.0,310.0,410.0,880.0,920.0,1.0,24.0,2025,47.27,410.84,20.8,9458837.46,3,4,3,18,174,1,30,False,False,False,True,False,True,True,False,66.0,west,inline,Shyamoli,apartment
205.69,2748.95,2067.57,5379.65,795.0,290.0,640.0,290.0,270.0,40.0,19.0,1986,92.34,804.25,53.74,15873661.22,3,6,5,1,1,3,1,False,False,False,False,True,False,True,False,25.0,south,dedicated,Kalabagan,duplex
140.19,2991.02,2605.65,3423.79,345.0,610.0,160.0,130.0,200.0,20.0,15.0,2006,112.31,1738.24,78.24,32529094.88,3,7,6,2,51,2,8,True,False,True,True,True,False,False,False,63.0,west,dedicated,Baridhara,penthouse
420.87,5294.77,4036.13,7740.4,480.0,550.0,490.0,220.0,470.0,19.0,9.0,2007,167.76,2152.75,86.04,61603773.62,3,6,5,3,1,1,4,False,False,True,True,True,True,True,False,23.0,south,dedicated,Dhanmondi,villa
52.34,1024.49,905.54,1191.92,870.0,920.0,990.0,360.0,860.0,9.0,18.0,2017,28.74,440.03,19.42,6787008.41,3,4,3,4,22,0,12,True,False,True,True,True,True,True,False,31.0,north,inline,Motijheel,apartment
91.46,2700.65,2057.26,5288.1,1465.0,780.0,1100.0,1440.0,730.0,7.0,12.0,2019,43.74,443.81,31.61,11951700.68,3,5,4,1,1,3,1,False,False,True,False,False,True,False,False,28.0,south,dedicated,Lalbagh,townhouse
75.4,1282.62,1142.8,1423.14,340.0,280.0,590.0,810.0,240.0,23.0,18.0,2003,36.31,505.59,14.32,7189840.73,3,3,3,4,13,1,9,True,True,False,False,True,True,True,False,16.0,south,inline,Mohammedpur,apartment
88.35,1610.04,1296.29,1756.48,265.0,210.0,490.0,530.0,550.0,18.0,16.0,2008,89.14,847.71,28.75,14298148.79,3,3,3,8,77,1,20,True,True,True,True,True,True,True,True,36.0,west,dedicated,Niketon,apartment
67.21,1120.3,998.11,1217.88,1360.0,280.0,330.0,610.0,380.0,14.0,18.0,2012,18.52,352.44,11.79,4167933.4,3,4,3,11,165,2,27,False,False,False,False,False,False,True,False,20.0,west,inline,Lalbagh,apartment
311.49,5884.96,4832.78,8156.47,880.0,620.0,510.0,290.0,900.0,16.0,15.0,2010,226.52,2129.94,86.35,42976400.1,3,5,5,1,1,1,3,False,True,False,True,True,True,False,False,40.0,south,dedicated,Kafrul,bungalow
256.93,4276.74,3260.98,8480.07,590.0,260.0,720.0,690.0,960.0,33.0,15.0,1993,168.32,1633.3,81.9,25769468.67,3,6,5,3,1,2,4,False,False,True,False,False,False,True,True,53.0,west,dedicated,Kalabagan,triplex
99.41,1439.25,1273.8,1613.81,900.0,680.0,760.0,880.0,740.0,12.0,23.0,2014,45.25,542.38,25.85,9055745.4,2,2,2,21,127,1,22,True,False,True,False,True,True,True,False,49.0,north,dedicated,Motijheel,apartment
74.73,1606.74,1304.98,1714.39,565.0,970.0,460.0,670.0,890.0,14.0,23.0,2012,55.53,701.84,29.26,9790011.66,3,5,4,10,51,0,12,True,True,True,False,True,True,False,True,23.0,west,dedicated,Farmgate,apartment
135.07,3257.27,2689.06,3701.41,175.0,140.0,190.0,350.0,480.0,5.0,19.0,2021,119.77,1121.17,55.43,45241818.09,3,5,4,12,101,1,28,True,True,True,True,True,True,True,True,62.0,west,dedicated,Uttara,penthouse
46.22,942.15,827.24,1003.2,1400.0,890.0,1190.0,540.0,720.0,5.0,17.0,2021,16.96,187.72,10.19,4105013.52,3,3,3,7,35,1,10,True,False,False,False,False,False,False,False,66.0,west,inline,Lalbagh,condominium
132.17,1899.73,1556.93,2088.83,1160.0,800.0,240.0,1200.0,880.0,10.0,14.0,2016,56.48,527.69,20.98,8218636.01,3,3,3,13,110,1,14,True,True,False,False,False,True,False,False,64.0,south,dedicated,Badda,condominium
132.99,2099.71,1726.74,2375.05,410.0,710.0,450.0,190.0,900.0,5.0,7.0,2021,74.69,526.66,28.47,19254107.91,3,4,3,14,200,2,14,False,True,False,True,False,True,True,True,12.0,south,dedicated,Motijheel,penthouse
116.67,1807.06,1390.28,1928.62,80.0,330.0,230.0,250.0,650.0,7.0,10.0,2019,62.26,926.05,43.67,18104711.38,3,4,4,11,87,2,21,False,True,True,False,True,True,True,False,21.0,north,dedicated,Bashundhara,condominium
525.79,7013.93,5727.11,10937.33,410.0,330.0,610.0,630.0,320.0,3.0,22.0,2023,384.52,4023.22,147.16,86447087.01,3,4,4,2,1,2,2,False,True,True,True,True,True,False,True,57.0,south,dedicated,Banani,bungalow
87.44,1469.44,1304.57,1691.05,835.0,610.0,380.0,790.0,270.0,31.0,16.0,1995,29.96,258.03,11.13,4813870.85,3,3,3,5,39,3,13,True,False,True,False,True,False,False,False,80.0,east,dedicated,Khilgaon,apartment
254.39,3341.22,2955.5,5152.24,1400.0,1490.0,420.0,390.0,1120.0,13.0,9.0,2013,63.63,638.19,25.68,14650599.63,3,5,4,4,1,0,4,False,False,True,False,True,False,False,False,36.0,south,dedicated,Khilgaon,triplex
165.13,3461.78,2971.69,4039.39,255.0,60.0,90.0,410.0,120.0,2.0,14.0,2024,118.64,1500.13,102.88,48730505.05,3,6,5,5,173,3,11,True,False,True,True,True,True,True,False,14.0,west,dedicated,Dhanmondi,penthouse
60.13,1324.94,1101.14,1497.31,75.0,470.0,140.0,360.0,650.0,38.0,23.0,1988,41.57,462.34,33.81,11002583.89,3,3,3,3,24,3,7,True,True,False,True,True,True,False,True,51.0,west,inline,Banani,condominium
272.36,4764.25,4208.84,5457.18,600.0,60.0,140.0,200.0,380.0,27.0,11.0,1999,156.18,2756.46,92.47,52241807.2,3,6,6,3,153,2,26,True,True,False,True,True,True,True,True,63.0,east,dedicated,Niketon,penthouse
67.7,1700.4,1405.96,1788.13,505.0,560.0,880.0,810.0,810.0,19.0,8.0,2007,61.34,654.38,21.36,9668808.29,3,5,4,7,120,2,20,False,False,True,True,True,True,True,True,13.0,north,dedicated,Mohammedpur,apartment
373.42,6763.5,5105.17,12640.18,695.0,550.0,540.0,330.0,230.0,36.0,17.0,1990,294.47,3903.22,190.79,68815227.08,3,7,6,3,1,1,3,False,True,False,False,True,False,False,True,75.0,south,dedicated,Uttara,villa
36.65,1003.15,835.31,1200.51,950.0,600.0,750.0,540.0,340.0,16.0,12.0,2010,38.39,221.9,19.25,5586733.59,2,2,2,7,61,3,15,False,True,False,False,True,False,False,False,40.0,south,inline,Kalabagan,apartment
104.3,1941.65,1632.85,2157.62,650.0,390.0,330.0,480.0,280.0,9.0,10.0,2017,63.36,1222.58,48.19,18631983.39,3,4,4,24,36,3,30,True,True,False,True,True,False,True,False,67.0,west,dedicated,Cantonment,apartment
148.04,2232.0,1723.4,2589.61,335.0,340.0,80.0,300.0,250.0,0.0,16.0,2026,75.97,835.25,64.24,23154805.4,3,6,5,7,132,1,11,True,False,True,False,True,False,False,False,23.0,east,dedicated,Gulshan,condominium
136.61,2089.58,1715.7,2290.26,210.0,180.0,420.0,120.0,550.0,14.0,7.0,2012,88.4,935.51,59.85,18096143.22,3,4,3,11,145,2,14,True,True,False,False,True,False,False,False,30.0,east,dedicated,Dhanmondi,apartment
146.03,2756.87,2480.13,3064.21,1175.0,1130.0,740.0,1190.0,1180.0,10.0,17.0,2016,80.19,432.44,25.32,15475133.65,3,5,5,1,13,0,9,True,False,False,False,True,True,True,False,16.0,north,dedicated,Khilgaon,penthouse
113.82,2668.41,2384.8,2965.86,265.0,570.0,350.0,630.0,420.0,20.0,6.0,2006,110.92,1328.13,64.11,23210386.46,3,7,6,1,39,3,18,True,False,True,True,True,True,False,True,34.0,north,dedicated,Niketon,condominium
99.89,1673.56,1432.59,1828.47,475.0,270.0,600.0,990.0,980.0,12.0,11.0,2014,54.19,747.57,31.17,10147138.84,3,4,4,3,173,3,12,True,True,True,False,True,False,False,True,68.0,west,dedicated,Shyamoli,apartment
219.41,3245.12,2719.59,5884.25,190.0,170.0,310.0,640.0,650.0,4.0,12.0,2022,103.56,913.81,63.89,23752690.85,3,5,5,1,1,3,3,False,False,True,True,True,False,False,True,63.0,south,dedicated,Motijheel,duplex
352.95,4640.6,3639.05,8671.26,245.0,760.0,610.0,110.0,130.0,19.0,23.0,2007,179.77,1304.65,88.28,36942299.24,3,7,6,2,1,2,4,False,True,False,False,True,True,True,False,17.0,north,dedicated,Kafrul,villa
59.55,867.18,695.9,914.13,345.0,350.0,820.0,840.0,590.0,38.0,23.0,1988,29.33,186.89,9.44,4608003.81,2,2,2,20,79,0,24,True,True,True,False,True,False,True,False,66.0,north,inline,Farmgate,apartment
49.61,682.19,590.71,751.08,510.0,1310.0,700.0,730.0,610.0,3.0,24.0,2023,15.07,151.09,9.79,2890414.14,2,2,2,12,86,3,15,True,False,True,False,True,False,False,False,71.0,west,inline,Lalbagh,apartment
56.91,734.22,558.62,797.56,1060.0,980.0,210.0,650.0,690.0,28.0,23.0,1998,14.36,236.72,8.92,2567193.08,2,3,2,9,173,0,12,True,True,True,True,False,False,True,False,20.0,north,inline,Rampura,apartment
124.67,2188.37,1928.41,4201.27,1110.0,1420.0,720.0,510.0,730.0,4.0,14.0,2022,58.43,653.39,18.82,10147036.78,3,4,3,1,1,3,4,False,False,True,False,False,False,False,False,80.0,south,dedicated,Tejgaon,duplex
230.28,4321.13,3426.25,6362.47,540.0,180.0,540.0,140.0,700.0,26.0,19.0,2000,210.47,1517.19,79.97,40640202.3,3,5,4,2,1,2,2,True,False,True,False,True,True,True,True,63.0,west,dedicated,Cantonment,triplex
46.53,1206.51,1077.38,1368.18,790.0,1080.0,900.0,630.0,940.0,36.0,10.0,1990,33.95,213.61,17.61,4150156.08,2,3,2,5,26,2,21,True,False,False,False,False,False,False,False,79.0,south,inline,Jatrabari,condominium
122.46,1588.59,1333.35,2603.16,1350.0,760.0,640.0,1110.0,1150.0,14.0,19.0,2012,44.47,375.66,18.26,6994622.59,3,4,3,2,1,2,4,False,False,False,False,True,True,True,False,29.0,south,dedicated,Mirpur 10,duplex
81.26,2332.55,1818.63,3777.9,775.0,270.0,910.0,1200.0,1360.0,9.0,10.0,2017,59.88,762.48,19.78,11478081.36,3,7,6,1,1,1,1,False,False,True,False,False,True,False,False,77.0,north,dedicated,Mirpur 10,bungalow
155.06,3012.88,2401.15,3346.3,305.0,270.0,250.0,270.0,160.0,20.0,15.0,2006,136.53,1480.03,50.35,33076045.48,3,7,6,2,113,1,15,True,False,True,False,False,True,False,True,52.0,south,dedicated,Baridhara,penthouse
44.93,1260.47,1119.37,1401.25,490.0,600.0,300.0,410.0,690.0,7.0,12.0,2019,39.88,452.32,31.07,12472558.15,2,2,2,11,90,1,14,True,False,True,True,True,True,True,False,29.0,east,inline,Nikunja,apartment
200.72,2913.22,2408.63,4127.14,415.0,250.0,810.0,310.0,600.0,37.0,8.0,1989,68.81,789.41,45.33,17148829.16,3,4,4,4,1,2,4,False,False,False,True,True,True,False,True,46.0,south,dedicated,Mohammedpur,duplex
88.89,1709.41,1525.85,1973.02,820.0,1330.0,800.0,1490.0,310.0,5.0,13.0,2021,48.84,450.85,19.41,7877711.17,3,5,4,6,128,3,11,True,False,False,False,True,True,True,False,53.0,west,dedicated,Wari,condominium
56.81,1049.78,937.35,1162.99,500.0,510.0,470.0,550.0,200.0,3.0,14.0,2023,41.36,433.88,14.9,7575276.93,2,3,2,21,195,1,30,True,True,False,False,True,False,True,False,54.0,west,inline,Mohammedpur,condominium
102.54,1899.2,1450.25,2940.23,755.0,1430.0,550.0,910.0,1230.0,15.0,7.0,2011,50.93,598.55,15.4,8031077.33,3,4,4,4,1,1,4,False,False,True,False,False,False,True,False,35.0,north,dedicated,Rampura,duplex
39.03,1249.72,956.71,1407.03,580.0,160.0,480.0,530.0,410.0,29.0,9.0,1997,55.34,687.75,24.18,9527571.33,3,3,3,5,113,1,9,True,False,True,False,True,False,True,True,55.0,east,inline,Bashundhara,apartment
66.4,1658.23,1479.29,2577.25,235.0,1430.0,1150.0,470.0,1240.0,9.0,20.0,2017,45.55,512.33,13.3,7180658.36,3,5,4,3,1,1,3,False,False,True,False,True,False,True,False,24.0,east,dedicated,Malibagh,townhouse
135.85,1912.7,1666.73,2887.43,330.0,650.0,300.0,1080.0,1060.0,19.0,21.0,2007,29.82,555.77,15.85,7707532.2,3,4,4,3,1,0,3,False,False,True,False,True,False,True,False,25.0,east,dedicated,Old Dhaka,duplex
224.55,5193.42,4206.32,7021.98,1470.0,230.0,620.0,370.0,300.0,23.0,8.0,2003,151.7,816.97,44.4,24689416.39,3,4,4,1,1,0,4,False,False,False,True,True,True,False,False,36.0,east,dedicated,Badda,villa
65.79,1708.0,1513.03,2778.8,995.0,1010.0,630.0,1120.0,940.0,12.0,10.0,2014,27.01,481.67,23.22,7152384.36,3,5,4,3,1,2,3,False,False,True,False,False,False,True,False,75.0,east,dedicated,Wari,townhouse
209.21,3308.37,2486.61,6536.4,460.0,130.0,120.0,270.0,270.0,27.0,7.0,1999,173.21,1157.71,77.97,28192234.72,3,5,5,3,1,1,3,False,True,True,True,True,False,False,True,39.0,east,dedicated,Dhanmondi,duplex
120.91,1597.06,1316.71,1830.2,120.0,550.0,410.0,570.0,380.0,3.0,14.0,2023,49.77,1025.0,24.59,17616186.24,3,5,4,10,26,2,15,True,True,True,True,True,True,True,False,29.0,east,dedicated,Banani,condominium
170.66,3524.63,3156.8,5308.45,285.0,130.0,130.0,120.0,520.0,1.0,15.0,2025,133.46,2353.19,76.62,39016513.99,3,7,6,3,1,1,3,False,True,True,True,True,True,False,False,40.0,east,dedicated,Niketon,townhouse
135.12,2181.29,1959.79,3863.53,1280.0,770.0,1190.0,470.0,1100.0,16.0,10.0,2010,49.58,445.43,26.03,8634443.88,3,4,3,1,1,2,4,False,True,False,False,True,False,False,False,51.0,north,dedicated,Old Dhaka,townhouse
108.13,2500.8,2096.22,2906.78,515.0,670.0,120.0,600.0,440.0,6.0,6.0,2020,87.47,1598.12,66.46,23672112.67,3,7,6,4,195,3,6,True,True,True,False,False,False,False,True,15.0,south,dedicated,Uttara,apartment
419.11,6490.02,5522.09,10835.81,230.0,380.0,550.0,380.0,340.0,18.0,12.0,2008,308.79,3352.25,145.87,68252338.63,3,6,5,2,1,1,4,False,False,True,True,True,True,True,True,44.0,north,dedicated,Niketon,bungalow
35.8,884.19,770.82,1026.22,1370.0,380.0,1260.0,1180.0,740.0,27.0,15.0,1999,14.05,241.37,8.47,2896590.7,2,3,2,10,45,0,11,True,False,False,False,True,False,False,False,77.0,west,inline,Mirpur 1,apartment
63.83,856.78,676.65,982.6,1050.0,1410.0,270.0,1210.0,240.0,1.0,14.0,2025,17.16,191.32,11.52,3883123.21,1,1,1,4,37,0,19,True,True,True,False,True,False,True,True,49.0,east,inline,Khilgaon,apartment
275.43,4255.49,3529.38,4758.97,140.0,80.0,430.0,630.0,630.0,14.0,20.0,2012,155.19,2056.67,116.12,52098821.61,3,4,4,12,40,1,23,True,True,True,True,True,True,False,True,45.0,north,dedicated,Cantonment,penthouse
302.21,5966.95,5148.97,9541.5,440.0,530.0,740.0,230.0,880.0,18.0,16.0,2008,120.75,1862.91,115.0,42935196.67,3,7,6,1,1,0,2,False,False,False,True,True,True,True,False,63.0,south,dedicated,Kalabagan,bungalow
56.43,1700.54,1304.72,1786.32,275.0,1260.0,970.0,460.0,830.0,15.0,19.0,2011,36.98,572.73,13.08,6313775.94,3,3,3,2,141,0,11,True,False,False,False,True,False,False,False,45.0,west,dedicated,Old Dhaka,apartment
144.55,2816.05,2206.72,5282.61,195.0,660.0,70.0,60.0,230.0,15.0,9.0,2011,109.03,1334.68,64.25,27514958.3,3,5,5,1,1,1,1,False,True,False,True,False,True,True,True,66.0,south,dedicated,Dhanmondi,townhouse
112.64,1410.85,1219.65,2195.11,500.0,270.0,650.0,470.0,1070.0,34.0,13.0,1992,40.91,382.21,14.11,5468578.3,2,3,2,2,1,2,2,True,False,False,False,True,True,False,False,36.0,north,dedicated,Tejgaon,duplex
104.21,1303.21,987.29,1531.79,1060.0,450.0,830.0,480.0,280.0,15.0,20.0,2011,33.93,272.11,10.37,4931589.58,2,2,2,7,134,0,11,True,True,True,False,False,False,False,False,62.0,north,inline,Mirpur 1,apartment
59.08,1177.05,899.53,1392.5,145.0,600.0,530.0,540.0,570.0,21.0,13.0,2005,57.62,785.48,31.68,10110263.18,2,2,2,5,57,2,13,True,False,True,True,True,False,True,False,34.0,north,inline,Cantonment,condominium
61.82,1168.07,1032.97,1357.52,505.0,380.0,1430.0,1200.0,340.0,37.0,14.0,1989,19.37,243.99,12.7,3826603.58,2,2,2,13,29,3,26,True,False,True,False,False,False,False,False,34.0,north,inline,Rampura,apartment
54.88,1409.6,1098.78,1579.43,915.0,310.0,230.0,1300.0,1010.0,27.0,8.0,1999,33.08,395.75,12.4,4617861.73,3,4,3,14,18,2,21,True,False,True,False,False,False,False,False,70.0,north,dedicated,Rampura,apartment
62.6,872.36,755.14,1031.61,650.0,810.0,780.0,310.0,320.0,31.0,23.0,1995,34.29,371.62,15.57,4635514.34,1,2,1,20,43,1,30,True,True,False,False,False,False,True,False,61.0,west,inline,Farmgate,apartment
113.29,1555.73,1284.17,2208.27,275.0,650.0,270.0,900.0,770.0,3.0,17.0,2023,29.97,490.3,17.17,6971864.58,3,3,3,3,1,3,3,False,False,False,False,True,False,False,False,79.0,north,dedicated,Malibagh,townhouse
66.06,1752.01,1564.84,1918.07,330.0,80.0,330.0,270.0,350.0,34.0,17.0,1992,64.35,627.49,44.31,13981076.17,3,5,4,20,43,2,27,True,True,True,False,True,True,True,False,67.0,east,dedicated,Baridhara,apartment
44.95,1480.34,1153.3,2260.29,1435.0,1450.0,550.0,450.0,1200.0,21.0,22.0,2005,43.82,406.41,18.51,5402952.73,2,3,2,1,1,1,3,False,False,False,False,True,False,False,False,64.0,east,dedicated,Jatrabari,townhouse
114.39,3054.85,2726.93,4984.64,260.0,580.0,570.0,1220.0,240.0,4.0,14.0,2022,57.02,673.71,29.97,15704387.3,3,6,5,1,1,3,4,False,False,True,True,True,False,False,False,23.0,east,dedicated,Rampura,bungalow
