Split,Id,MSZoning,LotArea,Street,Utilities,LandSlope,HouseStyle,YearBuilt,YearRemodAdd,RoofStyle,Foundation,TotalBsmtSF,Heating,CentralAir,Electrical,1stFlrSF,2ndFlrSF,GrLivArea,BsmtFullBath,FullBath,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,Fireplaces,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,PavedDrive,OpenPorchSF,EnclosedPorch,PoolArea,MiscFeature,SalePrice,Electtrical
labeled,238,RM,4500,Pave,AllPub,Gtl,1Story,1998.0,1998,Hip,PConc,1204,GasA,Y,SBrkr,1204,0,1204,1,2,2,1,5,0,Attchd,1998.0,Fin,2,412,Y,247,0,0,,162000.0,
labeled,239,RL,8480,Pave,AllPub,Gtl,1Story,1963.0,1963,Hip,CBlock,970,GasA,Y,SBrkr,970,0,970,1,1,2,1,5,0,Detchd,1996.0,Unf,2,624,Y,24,0,0,,132500.0,
labeled,240,RL,15138,Pave,AllPub,Gtl,2Story,1995.0,1996,Gable,PConc,1462,GasA,Y,SBrkr,1490,1304,2794,1,2,4,1,9,1,Attchd,1995.0,Fin,3,810,Y,146,202,0,,403000.0,
labeled,241,RM,10800,Pave,AllPub,Gtl,2.5Unf,1914.0,1970,Gable,BrkTil,880,GasW,N,SBrkr,880,888,1768,0,1,2,1,6,2,Detchd,1914.0,Unf,2,320,N,341,0,0,,163000.0,
labeled,242,FV,2572,Pave,AllPub,Gtl,2Story,1999.0,1999,Hip,PConc,696,GasA,Y,SBrkr,696,720,1416,1,2,3,1,6,0,Detchd,1999.0,Unf,2,484,Y,44,0,0,,155000.0,
labeled,243,RL,9849,Pave,AllPub,Gtl,1Story,2007.0,2007,Hip,PConc,1689,GasA,Y,SBrkr,1689,0,1689,0,2,3,1,7,0,Attchd,2007.0,RFn,3,954,Y,56,0,0,,248328.0,
labeled,244,RL,10007,Pave,AllPub,Gtl,1Story,1959.0,2006,Gable,CBlock,1053,GasA,Y,SBrkr,1053,0,1053,1,1,3,1,5,0,Attchd,1959.0,RFn,1,312,Y,0,0,0,,145500.0,
labeled,245,RM,2001,Pave,AllPub,Gtl,2Story,1970.0,1970,Gable,CBlock,546,GasA,Y,SBrkr,546,546,1092,0,1,3,1,6,0,Attchd,1970.0,Unf,1,286,Y,0,0,0,,75000.0,
labeled,246,RL,4928,Pave,AllPub,Gtl,1Story,1976.0,1976,Gable,CBlock,958,GasA,Y,SBrkr,958,0,958,0,2,2,1,5,0,Attchd,1976.0,RFn,2,440,Y,60,0,0,,143750.0,
labeled,247,RL,5271,Pave,AllPub,Mod,1Story,1986.0,1986,Gable,PConc,1453,GasA,Y,SBrkr,1453,0,1453,1,1,2,1,6,1,Attchd,1986.0,RFn,2,445,Y,80,0,0,,190000.0,
labeled,248,RL,10335,Pave,AllPub,Gtl,1Story,1968.0,1993,Gable,CBlock,1461,GasA,Y,SBrkr,1721,0,1721,0,2,3,1,7,1,Attchd,1968.0,RFn,2,440,Y,96,180,0,,180000.0,
labeled,249,RL,8529,Pave,AllPub,Gtl,1Story,2001.0,2001,Gable,PConc,1454,GasA,Y,SBrkr,1434,0,1434,0,2,3,1,6,1,Attchd,2001.0,RFn,2,527,Y,39,0,0,,189000.0,
labeled,250,RL,10625,Pave,AllPub,Gtl,1Story,1920.0,1950,Gable,BrkTil,458,GasA,N,SBrkr,835,0,835,0,1,2,1,5,0,Basment,1920.0,Unf,1,366,Y,0,77,0,Shed,83000.0,
labeled,251,RL,8730,Pave,AllPub,Gtl,2Story,1915.0,2003,Gable,BrkTil,698,GasA,Y,FuseA,698,698,1396,0,1,3,1,7,0,Detchd,2003.0,Unf,1,384,Y,0,0,0,,153575.0,
labeled,252,RL,9353,Pave,AllPub,Gtl,1Story,1970.0,1970,Gable,CBlock,864,GasA,Y,SBrkr,864,0,864,0,1,3,1,5,0,Attchd,1972.0,Unf,1,280,Y,0,0,0,Shed,116050.0,
labeled,253,RM,10800,Pave,AllPub,Gtl,1.5Fin,1905.0,2000,Gable,BrkTil,482,GasA,N,SBrkr,1221,691,1912,0,2,3,2,7,1,Detchd,2003.0,Unf,2,672,Y,25,212,0,,163000.0,
labeled,254,RL,12342,Pave,AllPub,Gtl,1Story,1960.0,1978,Hip,CBlock,978,GasA,Y,SBrkr,1422,0,1422,0,1,3,1,6,1,Attchd,1960.0,RFn,1,286,Y,0,36,0,Shed,139900.0,
labeled,255,RL,6955,Pave,AllPub,Gtl,1Story,2005.0,2006,Gable,PConc,1368,GasA,Y,SBrkr,1368,0,1368,0,2,2,1,6,1,Attchd,2005.0,RFn,2,474,Y,35,0,0,,202500.0,
labeled,256,FV,3230,Pave,AllPub,Gtl,2Story,1999.0,1999,Gable,PConc,729,GasA,Y,SBrkr,729,729,1458,0,2,2,1,5,1,Detchd,1999.0,Unf,2,440,Y,32,0,0,,176000.0,
labeled,257,RL,10140,Pave,AllPub,Gtl,1Story,1975.0,1975,Gable,CBlock,1056,GasA,Y,SBrkr,1074,0,1074,1,1,3,1,6,0,Attchd,1975.0,RFn,2,495,Y,88,0,0,,153500.0,
labeled,258,RL,5330,Pave,AllPub,Gtl,1Story,1940.0,1950,Hip,CBlock,420,GasA,Y,SBrkr,708,0,708,0,1,2,1,5,0,,,,0,0,Y,0,0,0,,82500.0,
labeled,259,FV,4017,Pave,AllPub,Gtl,2Story,2006.0,2007,Gable,PConc,625,GasA,Y,SBrkr,625,625,1250,0,2,2,1,5,0,Detchd,2006.0,Fin,2,625,Y,54,0,0,,171900.0,
labeled,260,RM,8546,Pave,AllPub,Gtl,1Story,2003.0,2004,Gable,PConc,1121,GasA,Y,,1121,0,1121,0,2,2,1,5,0,Attchd,2003.0,RFn,2,440,Y,64,0,0,,140000.0,
labeled,261,RL,9100,Pave,AllPub,Gtl,1Story,1965.0,1965,Gable,CBlock,925,GasA,Y,SBrkr,925,0,925,0,1,2,1,5,0,Detchd,1965.0,Unf,1,429,Y,0,0,0,,117500.0,
labeled,262,RM,5310,Pave,AllPub,Gtl,1.5Fin,1910.0,2003,Hip,CBlock,485,GasA,Y,SBrkr,1001,634,1635,0,1,2,1,5,0,Attchd,1950.0,Unf,1,255,Y,0,0,0,,117000.0,
labeled,263,RM,6120,Pave,AllPub,Gtl,1.5Fin,1935.0,1995,Gable,BrkTil,884,GasA,Y,SBrkr,989,584,1573,0,1,3,1,6,0,Detchd,1935.0,Unf,1,240,Y,0,54,0,,133000.0,
labeled,264,RL,8846,Pave,AllPub,Gtl,SFoyer,1996.0,1996,Gable,PConc,870,GasA,Y,SBrkr,914,0,914,0,1,2,1,5,0,Detchd,1998.0,Unf,2,576,Y,0,0,0,,148000.0,
labeled,265,RL,11645,Pave,AllPub,Gtl,1Story,2005.0,2005,Gable,PConc,1734,GasA,Y,SBrkr,1734,0,1734,1,2,3,1,7,0,Attchd,2005.0,Fin,2,660,Y,24,0,0,,260000.0,
labeled,266,RM,5000,Pave,AllPub,Gtl,1.5Unf,1941.0,1950,Gable,CBlock,720,GasA,N,FuseF,803,0,803,0,1,2,1,5,0,Detchd,1941.0,Unf,2,360,Y,0,244,0,,87000.0,
labeled,267,RL,17400,Pave,AllPub,Mod,1Story,1977.0,1977,Gable,CBlock,1126,GasA,Y,SBrkr,1126,0,1126,1,2,3,1,5,1,Attchd,1977.0,RFn,2,484,P,41,0,0,,160000.0,
labeled,268,RM,7920,Pave,AllPub,Gtl,1.5Fin,1920.0,1950,Gable,CBlock,319,GasA,Y,FuseA,1035,371,1406,0,1,3,1,6,0,,,,0,0,N,144,0,0,,89500.0,
labeled,269,RL,14175,Pave,AllPub,Mod,1Story,1956.0,1987,Gable,CBlock,1188,GasA,Y,SBrkr,1437,0,1437,1,1,3,1,6,1,Detchd,1999.0,Unf,2,576,Y,0,0,0,,168000.0,
labeled,270,RL,13418,Pave,AllPub,Gtl,2Story,2004.0,2005,Gable,PConc,1117,GasA,Y,SBrkr,1132,1320,2452,0,3,4,1,9,1,BuiltIn,2004.0,Fin,3,691,Y,32,0,0,,309000.0,
labeled,271,RL,10634,Pave,AllPub,Gtl,1Story,1953.0,1953,Gable,PConc,608,GasA,Y,SBrkr,1319,0,1319,1,1,3,1,5,0,Attchd,1953.0,Unf,1,270,Y,0,0,0,,123000.0,
labeled,272,RL,10125,Pave,AllPub,Gtl,1Story,1977.0,1977,Gable,CBlock,1196,GasA,Y,SBrkr,1279,0,1279,0,2,3,1,6,2,Detchd,1980.0,Unf,2,473,Y,83,0,0,,171500.0,
labeled,273,RL,13758,Pave,AllPub,Gtl,1.5Fin,1990.0,1991,Gable,CBlock,1156,GasA,Y,SBrkr,1187,530,1717,0,2,3,1,7,1,Attchd,1990.0,RFn,2,400,Y,36,0,0,,187500.0,
labeled,274,RL,7200,Pave,AllPub,Gtl,SLvl,1976.0,1976,Hip,CBlock,1041,GasA,Y,SBrkr,1125,0,1125,1,1,3,1,6,1,Detchd,1977.0,Unf,1,352,Y,0,0,0,,125000.0,
labeled,275,RL,10011,Pave,AllPub,Gtl,1Story,1957.0,1996,Gable,CBlock,1070,GasA,Y,SBrkr,1236,0,1236,0,1,2,1,6,1,Attchd,1957.0,Unf,1,447,Y,0,0,0,,134450.0,
labeled,276,RL,9230,Pave,AllPub,Gtl,1Story,1965.0,1998,Hip,CBlock,864,GasA,Y,SBrkr,1200,0,1200,1,1,1,1,6,0,Detchd,1977.0,Unf,2,884,Y,64,0,0,,146000.0,
labeled,277,RL,11700,Pave,AllPub,Gtl,2Story,1968.0,1968,Mansard,CBlock,702,GasA,Y,SBrkr,1041,702,1743,0,1,3,1,7,1,Attchd,1968.0,Unf,2,539,Y,0,0,0,,175000.0,
labeled,278,RL,8125,Pave,AllPub,Gtl,2Story,1994.0,1995,Gable,PConc,702,GasA,Y,SBrkr,702,779,1481,0,2,3,1,6,1,Attchd,1994.0,Fin,2,343,Y,36,0,0,,174000.0,
labeled,279,RL,11664,Pave,AllPub,Gtl,1Story,1948.0,1950,Gable,CBlock,1082,GasA,Y,SBrkr,1082,0,1082,0,1,2,1,5,1,Detchd,1948.0,Unf,1,240,Y,130,0,0,,119200.0,
labeled,280,RL,13072,Pave,AllPub,Gtl,1Story,2005.0,2005,Gable,PConc,1141,GasA,Y,,1141,0,1141,0,1,3,1,6,0,Detchd,2005.0,Unf,2,484,Y,0,0,0,,142500.0,
labeled,281,RM,4426,Pave,AllPub,Gtl,1Story,2004.0,2004,Gable,PConc,848,GasA,Y,,848,0,848,1,1,1,1,3,1,Attchd,2004.0,RFn,2,420,Y,0,0,0,,149300.0,
labeled,282,RM,6155,Pave,AllPub,Gtl,2Story,1920.0,1999,Gable,BrkTil,611,GasA,Y,SBrkr,751,611,1362,0,2,3,1,6,0,Detchd,1920.0,Fin,2,502,Y,0,84,0,,128000.0,
labeled,283,RL,10930,Pave,AllPub,Gtl,1.5Fin,1945.0,1950,Gable,CBlock,913,GasA,Y,FuseA,1048,510,1558,1,1,3,1,6,1,Attchd,1962.0,Unf,1,288,Y,0,0,0,,140000.0,
labeled,284,RL,11344,Pave,AllPub,Gtl,1.5Fin,1958.0,1958,Gable,CBlock,874,GasW,Y,FuseA,874,650,1524,0,1,3,1,7,0,Attchd,1958.0,Unf,1,315,Y,0,0,0,,144000.0,
labeled,285,RL,10197,Pave,AllPub,Gtl,1Story,1961.0,1961,Gable,CBlock,1362,GasA,Y,SBrkr,1362,0,1362,1,1,3,1,6,1,Attchd,1961.0,Unf,2,504,Y,20,0,0,,163000.0,
labeled,286,RL,8063,Pave,AllPub,Gtl,2Story,2000.0,2000,Gable,PConc,924,GasA,Y,SBrkr,948,742,1690,0,2,3,1,7,1,Attchd,2000.0,RFn,2,463,Y,48,0,0,,181000.0,
labeled,287,RL,4043,Pave,AllPub,Gtl,1Story,1977.0,1977,Gable,CBlock,1069,GasA,Y,SBrkr,1069,0,1069,0,2,2,1,4,1,Attchd,1977.0,RFn,2,440,Y,55,0,0,,127500.0,
labeled,288,FV,7500,Pave,AllPub,Gtl,2Story,2000.0,2000,Gable,PConc,814,GasA,Y,SBrkr,814,860,1674,1,2,3,1,7,0,Attchd,2000.0,RFn,2,663,Y,96,0,0,,216000.0,
labeled,289,RL,15523,Pave,AllPub,Gtl,1Story,1972.0,1972,Gable,CBlock,864,GasA,Y,SBrkr,864,0,864,1,1,3,1,5,1,Attchd,1972.0,Unf,1,338,Y,0,0,0,,133500.0,
labeled,290,RL,10410,Pave,AllPub,Gtl,1.5Fin,1916.0,1987,Gable,CBlock,660,GasA,Y,SBrkr,808,704,1656,0,2,3,1,8,0,Detchd,1916.0,Unf,1,180,N,0,0,0,,135000.0,
labeled,291,RL,16285,Pave,AllPub,Gtl,1Story,2001.0,2002,Gable,PConc,1413,GasA,Y,SBrkr,1430,0,1430,0,2,3,1,6,0,Attchd,2001.0,RFn,2,605,Y,33,0,0,,187100.0,
labeled,292,RL,2628,Pave,AllPub,Gtl,2Story,2003.0,2003,Gable,PConc,764,GasA,Y,,764,862,1626,0,2,2,1,6,0,BuiltIn,2003.0,RFn,2,474,Y,27,0,0,,175500.0,
labeled,293,RL,9937,Pave,AllPub,Gtl,1Story,1965.0,1965,Gable,CBlock,1256,GasA,Y,SBrkr,1256,0,1256,1,1,3,1,6,0,Attchd,1965.0,Fin,1,276,Y,68,0,0,,147500.0,
labeled,294,RM,1869,Pave,AllPub,Gtl,2Story,1970.0,1970,Gable,CBlock,483,GasA,Y,SBrkr,483,504,987,0,1,2,1,5,0,Detchd,1987.0,Unf,1,280,Y,0,0,0,,106000.0,
labeled,295,RL,11839,Pave,AllPub,Gtl,2Story,1990.0,1990,Hip,PConc,1475,GasA,Y,SBrkr,1532,797,2329,1,2,4,1,10,1,Attchd,1990.0,Unf,2,514,Y,121,0,0,,262280.0,
labeled,296,RL,2280,Pave,AllPub,Gtl,2Story,1978.0,1978,Gable,CBlock,855,GasA,Y,SBrkr,855,601,1456,0,2,3,1,7,1,Attchd,1978.0,Unf,2,440,Y,0,0,0,,146000.0,
labeled,297,RL,9612,Pave,AllPub,Gtl,1Story,2008.0,2009,Gable,PConc,1468,GasA,Y,SBrkr,1468,0,1468,0,2,3,1,6,1,Attchd,2008.0,Fin,3,898,Y,150,0,0,,244600.0,
labeled,298,RL,9000,Pave,AllPub,Gtl,2Story,1974.0,1974,Gable,CBlock,896,GasA,Y,SBrkr,896,896,1792,0,2,4,2,8,0,,,,0,0,Y,45,0,0,,136000.0,
labeled,299,RL,7875,Pave,AllPub,Gtl,1Story,1961.0,1961,Gable,CBlock,1144,GasA,Y,SBrkr,1144,0,1144,1,1,3,1,6,0,Attchd,1961.0,Unf,2,456,Y,0,0,0,,139950.0,
labeled,300,RL,11040,Pave,AllPub,Gtl,1Story,1971.0,2004,Gable,CBlock,1258,GasA,Y,SBrkr,1258,0,1258,0,2,3,1,5,0,Attchd,1971.0,RFn,2,528,Y,0,0,0,,145000.0,
labeled,301,RL,11200,Pave,AllPub,Gtl,1Story,1965.0,1965,Hip,CBlock,1040,GasA,Y,SBrkr,1040,0,1040,1,1,3,1,5,0,Detchd,1965.0,Unf,1,384,Y,0,0,0,,129500.0,
labeled,302,FV,4282,Pave,AllPub,Gtl,1Story,2004.0,2004,Gable,PConc,1391,GasA,Y,SBrkr,1391,0,1391,0,2,2,1,5,0,Attchd,2004.0,RFn,2,530,Y,158,0,0,,196000.0,
labeled,303,RL,11645,Pave,AllPub,Gtl,2Story,2004.0,2004,Gable,PConc,860,GasA,Y,SBrkr,860,860,1720,0,2,3,1,7,0,Attchd,2004.0,RFn,2,565,Y,70,0,0,,196500.0,
labeled,304,RL,8755,Pave,AllPub,Gtl,2Story,1999.0,1999,Gable,PConc,992,GasA,Y,SBrkr,1022,1038,2060,1,2,3,1,8,1,BuiltIn,1999.0,RFn,2,390,Y,0,0,0,,214000.0,
labeled,305,RL,11000,Pave,AllPub,Gtl,1Story,1966.0,1966,Gable,CBlock,1154,GasA,Y,SBrkr,1154,0,1154,0,1,3,1,6,1,Attchd,1966.0,RFn,2,480,Y,58,0,0,,154000.0,
labeled,306,RL,18800,Pave,AllPub,Gtl,2Story,1976.0,1976,Gable,PConc,796,GasA,Y,SBrkr,790,784,1574,1,2,3,1,6,1,Attchd,1976.0,Fin,2,566,Y,111,0,0,,190000.0,
labeled,307,RL,9520,Pave,AllPub,Gtl,1Story,2007.0,2008,Gable,PConc,1638,GasA,Y,SBrkr,1646,0,1646,1,2,3,1,7,1,Attchd,2008.0,RFn,3,800,Y,44,0,0,,293077.0,
labeled,308,RM,7407,Pave,AllPub,Gtl,1Story,1957.0,1996,Gable,CBlock,912,GasA,Y,FuseA,1236,0,1236,1,1,2,1,6,0,Attchd,1957.0,Unf,2,923,Y,158,158,0,,149700.0,
labeled,309,RL,9947,Pave,AllPub,Gtl,SLvl,1990.0,1991,Gable,PConc,1188,GasA,Y,SBrkr,1217,0,1217,1,2,3,1,6,0,Attchd,1990.0,Unf,2,497,Y,27,0,0,,173000.0,
labeled,310,RM,9600,Pave,AllPub,Gtl,1.5Fin,1925.0,1994,Gambrel,PConc,702,GasA,Y,SBrkr,842,630,1472,0,1,3,1,6,0,Detchd,1925.0,Unf,1,250,P,0,84,0,,125000.0,
labeled,311,RL,7128,Pave,AllPub,Gtl,2.5Unf,1941.0,1950,Gable,CBlock,918,GasA,Y,SBrkr,918,728,1646,0,2,4,1,7,2,Detchd,1941.0,Unf,1,240,Y,0,0,0,,164000.0,
labeled,312,RL,13072,Pave,AllPub,Gtl,1Story,2004.0,2004,Gable,PConc,1158,GasA,Y,,1158,0,1158,1,1,3,1,5,0,Detchd,2006.0,Unf,2,576,Y,50,0,0,,158000.0,
labeled,313,RL,17140,Pave,AllPub,Gtl,1Story,1956.0,1956,Gable,CBlock,1134,GasA,Y,FuseA,1229,0,1229,0,1,3,1,6,0,Attchd,1956.0,RFn,1,284,Y,0,0,0,,135000.0,
labeled,314,RL,11065,Pave,AllPub,Gtl,2Story,2006.0,2006,Gable,PConc,1085,GasA,Y,SBrkr,1120,850,1970,0,2,3,1,8,1,BuiltIn,2006.0,Fin,3,753,Y,74,0,0,,281000.0,
labeled,315,RL,9920,Pave,AllPub,Gtl,1Story,1954.0,1954,Gable,CBlock,1056,GasA,Y,SBrkr,1063,0,1063,1,1,3,1,6,0,Attchd,1954.0,RFn,1,280,Y,0,164,0,,128000.0,
labeled,316,FV,7399,Pave,AllPub,Gtl,2Story,1997.0,1998,Hip,PConc,975,GasA,Y,SBrkr,975,975,1950,0,2,3,1,7,1,Detchd,1997.0,RFn,2,576,Y,10,0,0,,239000.0,
labeled,317,RL,9490,Pave,AllPub,Gtl,1.5Fin,1941.0,1950,Gable,CBlock,806,GasA,Y,FuseA,958,620,1578,1,1,3,1,5,2,Attchd,1941.0,Unf,1,240,Y,0,32,0,,133000.0,
labeled,318,RL,9100,Pave,AllPub,Gtl,1Story,2001.0,2001,Gable,PConc,1212,GasA,Y,SBrkr,1212,0,1212,0,2,3,1,6,0,Attchd,2001.0,RFn,2,573,Y,0,0,0,,178000.0,
labeled,319,RL,5500,Pave,AllPub,Gtl,1.5Unf,1956.0,1956,Gable,CBlock,882,GasA,Y,SBrkr,882,0,882,0,1,1,1,4,0,,,,0,0,Y,0,0,0,,103200.0,
labeled,320,RL,10530,Pave,AllPub,Gtl,SFoyer,1977.0,1977,Gable,CBlock,975,GasA,Y,SBrkr,1004,0,1004,1,1,2,1,4,0,Attchd,1977.0,Unf,2,504,Y,0,0,0,,135000.0,
labeled,321,RM,10320,Pave,AllPub,Gtl,1.5Fin,1906.0,1995,Gable,CBlock,756,GasA,Y,SBrkr,756,713,1469,0,1,3,1,7,0,Detchd,1906.0,Unf,1,216,Y,0,239,0,,135000.0,
labeled,322,FV,8640,Pave,AllPub,Gtl,1Story,2009.0,2009,Gable,PConc,1300,GasA,Y,,1314,0,1314,1,2,3,1,6,0,Attchd,2009.0,RFn,2,552,Y,112,0,0,,229456.0,
labeled,323,RL,10400,Pave,AllPub,Gtl,1Story,1988.0,1988,Gable,CBlock,1845,GasA,Y,SBrkr,1872,0,1872,0,2,3,1,6,1,Attchd,1988.0,Fin,2,604,Y,39,0,0,,241500.0,
labeled,324,RL,10004,Pave,AllPub,Gtl,1Story,1964.0,1964,Gable,CBlock,1516,GasA,Y,SBrkr,1516,0,1516,0,1,3,1,6,0,Attchd,1964.0,RFn,2,472,Y,0,0,0,,167000.0,
labeled,325,RL,7795,Pave,AllPub,Gtl,2Story,2004.0,2005,Gable,PConc,716,GasA,Y,SBrkr,716,716,1432,1,2,3,1,6,1,Attchd,2004.0,Fin,2,432,Y,51,0,0,,188500.0,
labeled,326,RL,12968,Pave,AllPub,Gtl,1Story,1962.0,1962,Hip,CBlock,912,GasA,Y,SBrkr,912,0,912,1,1,2,1,4,0,Detchd,1962.0,Unf,1,352,Y,0,0,0,,144000.0,
labeled,327,RL,10762,Pave,AllPub,Gtl,2Story,1980.0,1980,Gable,CBlock,626,GasA,Y,SBrkr,626,591,1217,0,1,3,1,6,1,Attchd,1980.0,RFn,1,288,Y,28,0,0,,120000.0,
labeled,328,RL,9018,Pave,AllPub,Gtl,2Story,2007.0,2007,Hip,PConc,728,GasA,Y,SBrkr,728,728,1456,0,2,3,1,8,1,Attchd,2007.0,Fin,2,400,Y,24,0,0,,179540.0,
labeled,329,RM,7200,Pave,AllPub,Gtl,1.5Fin,1938.0,1995,Gable,CBlock,803,GasA,Y,SBrkr,803,557,1360,0,1,2,1,6,0,Detchd,1951.0,Unf,1,297,Y,65,190,0,,125500.0,
labeled,330,RL,7000,Pave,AllPub,Gtl,2Story,1910.0,1991,Gable,CBlock,1117,GasA,Y,SBrkr,820,527,1347,1,1,3,1,5,0,,,,0,0,N,0,148,0,,107500.0,
labeled,331,RL,11717,Pave,AllPub,Gtl,1Story,1970.0,1970,Hip,CBlock,1442,GasA,Y,SBrkr,1442,0,1442,0,2,2,1,6,1,Attchd,1970.0,RFn,2,615,Y,0,0,0,,185000.0,
labeled,332,RL,10012,Pave,AllPub,Gtl,SFoyer,1972.0,1972,Gable,CBlock,1138,GasA,Y,SBrkr,1181,0,1181,1,2,3,1,6,0,Detchd,1974.0,RFn,2,588,Y,0,180,0,,137500.0,
labeled,333,RL,9120,Pave,AllPub,Gtl,1Story,1958.0,1958,Hip,CBlock,1261,GasA,Y,SBrkr,1261,0,1261,1,1,3,1,6,1,Attchd,1958.0,RFn,2,433,Y,0,0,0,Shed,163000.0,
labeled,334,RL,8593,Pave,AllPub,Gtl,1Story,1957.0,1957,Hip,CBlock,907,GasA,Y,SBrkr,907,0,907,0,1,3,1,5,0,Detchd,1964.0,Unf,1,352,Y,0,0,0,,109008.0,
labeled,335,RL,4060,Pave,AllPub,Gtl,1Story,1922.0,1950,Gable,PConc,864,GasA,Y,SBrkr,864,0,864,0,1,2,1,4,0,,,,0,0,Y,96,0,0,,99900.0,
labeled,336,RL,9758,Pave,AllPub,Gtl,1Story,1971.0,1971,Gable,CBlock,950,GasA,Y,SBrkr,950,0,950,0,1,3,1,5,0,Detchd,1981.0,Unf,1,280,Y,0,0,0,,119500.0,
labeled,337,RL,9100,Pave,AllPub,Gtl,1Story,2000.0,2000,Gable,PConc,1525,GasA,Y,SBrkr,1525,0,1525,1,2,3,1,6,0,Attchd,2000.0,RFn,2,541,Y,36,0,0,,235000.0,
labeled,338,RL,14572,Pave,AllPub,Gtl,1Story,2004.0,2004,Hip,PConc,1530,GasA,Y,SBrkr,1530,0,1530,1,2,3,1,7,1,Attchd,2004.0,Fin,3,630,Y,36,0,0,,259000.0,
labeled,339,FV,8791,Pave,AllPub,Gtl,2Story,2003.0,2003,Gable,PConc,864,GasA,Y,SBrkr,864,864,1728,0,2,3,1,7,0,Attchd,2003.0,RFn,2,673,Y,56,0,0,,207500.0,
labeled,340,RL,9503,Pave,AllPub,Gtl,1Story,1958.0,1983,Hip,CBlock,1024,GasA,Y,SBrkr,1344,0,1344,1,1,2,1,6,1,Detchd,1970.0,Unf,1,484,Y,28,0,0,,144000.0,
labeled,341,RL,5400,Pave,AllPub,Gtl,1Story,1920.0,1950,Gable,BrkTil,691,GasA,Y,FuseA,691,0,691,0,1,2,1,4,0,Detchd,1920.0,Unf,1,216,N,20,94,0,,86000.0,
labeled,342,RL,8163,Pave,AllPub,Gtl,SLvl,1959.0,1959,Gable,CBlock,1144,GasA,Y,SBrkr,1144,0,1144,1,1,3,1,6,1,Attchd,1959.0,RFn,1,796,Y,0,0,0,,143000.0,
labeled,343,RM,6240,Pave,AllPub,Gtl,1.5Fin,1947.0,1950,Gable,Slab,0,GasA,N,SBrkr,672,240,912,0,1,2,1,3,0,,,,0,0,N,0,0,0,,80500.0,
labeled,344,RL,8405,Pave,AllPub,Gtl,1.5Fin,1900.0,1950,Gable,BrkTil,861,GasA,Y,SBrkr,961,406,1367,1,1,4,1,7,0,Detchd,1978.0,Unf,1,384,Y,130,112,0,,119000.0,
labeled,345,RM,12702,Pave,AllPub,Gtl,1Story,1956.0,1956,Gable,PConc,0,GasA,Y,FuseA,882,0,882,0,1,2,1,4,0,Detchd,1956.0,Unf,1,308,Y,45,0,0,,97000.0,
labeled,346,RL,21750,Pave,AllPub,Mod,1Story,1954.0,1954,Hip,CBlock,988,GasA,Y,FuseA,988,0,988,0,1,2,1,4,0,Attchd,1954.0,RFn,2,520,N,0,0,0,,113000.0,
labeled,347,RL,8633,Pave,AllPub,Gtl,2Story,2005.0,2005,Gable,PConc,738,GasA,Y,SBrkr,738,738,1476,1,2,3,1,7,0,Attchd,2005.0,Fin,2,540,Y,35,0,0,,173500.0,
labeled,348,RL,12936,Pave,AllPub,Gtl,2Story,1972.0,1972,Gable,CBlock,723,GasA,Y,SBrkr,735,660,1395,0,1,3,1,6,1,Attchd,1972.0,Unf,2,497,Y,116,0,0,,162000.0,
labeled,349,RL,16905,Pave,AllPub,Gtl,1Story,1959.0,1959,Gable,CBlock,1350,GasA,Y,SBrkr,1328,0,1328,0,1,2,1,5,2,Attchd,1959.0,RFn,1,308,P,104,0,0,,170000.0,
labeled,350,RL,9600,Pave,AllPub,Gtl,1Story,1956.0,1956,Hip,CBlock,1050,GasA,Y,SBrkr,1050,0,1050,0,1,2,1,5,0,Attchd,1956.0,Unf,1,338,Y,0,0,0,,128900.0,
labeled,351,RL,7332,Pave,AllPub,Gtl,1Story,1959.0,1959,Gable,CBlock,864,GasA,Y,SBrkr,864,0,864,1,1,2,1,4,0,Attchd,1959.0,Unf,1,288,Y,0,0,0,,120000.0,
labeled,352,RL,9480,Pave,AllPub,Gtl,2Story,1942.0,1995,Gable,CBlock,728,GasA,Y,SBrkr,888,756,1644,0,1,3,1,7,2,Attchd,1942.0,Unf,1,312,Y,0,0,0,,146500.0,
labeled,353,FV,7500,Pave,AllPub,Gtl,1Story,2004.0,2005,Gable,PConc,1221,GasA,Y,SBrkr,1221,0,1221,1,2,2,1,6,0,Attchd,2004.0,RFn,2,400,Y,113,0,0,,185000.0,
labeled,354,RL,10010,Pave,AllPub,Mod,1Story,1974.0,1975,Gable,CBlock,1389,GasA,Y,SBrkr,1389,0,1389,1,1,2,1,6,1,Attchd,1975.0,RFn,2,418,Y,38,0,0,,170000.0,
labeled,355,RL,8471,Pave,AllPub,Gtl,SLvl,1977.0,1995,Gable,CBlock,506,GasA,Y,SBrkr,1212,0,1212,1,1,3,1,6,1,Attchd,1978.0,Unf,2,492,Y,12,0,0,,151000.0,
labeled,356,FV,4230,Pave,AllPub,Gtl,1Story,2006.0,2007,Gable,PConc,1352,GasA,Y,,1352,0,1352,0,2,2,1,5,1,Attchd,2006.0,RFn,2,466,Y,241,0,0,,208900.0,
