Price,Year,Kms,Miles,Fuel,Transmission,Owner,Seller,Drivetrain,Length,Width,Height,Seating
4883.2,2014,37959,23586.621789,Petrol,Automatic,Second,Individual,FWD,3765,1660,1520,5
48160,2021,60000,37282.26,Diesel,Automatic,First,Individual,AWD,4795,1855,1835,7
3024,2017,27000,16777.017,Petrol,Manual,First,Individual,FWD,3785,1635,1485,5
21403.2,2022,1300,807.7823,Petrol,Automatic,First,Individual,FWD,4300,1790,1635,5
43680,2019,33000,20505.243,Diesel,Automatic,First,Individual,RWD,4686,1810,1442,5
22400,2016,6000,3728.226,Diesel,Automatic,First,Individual,FWD,4370,1783,1458,5
5208,2019,19000,11806.049,Petrol,Automatic,First,Individual,FWD,3610,1645,1560,5
9800,2019,58618,36423.525278,Petrol,Manual,First,Individual,FWD,4440,1695,1495,5
4782.3888,2020,41669,25891.908199,Petrol,Automatic,First,Individual,FWD,3679,1579,1478,5
11592,2018,36000,22369.356,Diesel,Manual,First,Individual,FWD,4270,1780,1630,5
7784,2018,31000,19262.501,Petrol,Manual,First,Individual,FWD,3995,1735,1515,5
41160,2020,37180,23102.57378,Diesel,Automatic,First,Individual,RWD,4454,2044,1545,5
19040,2021,14000,8699.194,Diesel,Automatic,First,Individual,AWD,3985,1820,1844,4
5028.8,2018,53512,33250.804952,Petrol,Manual,Second,Individual,FWD,3746,1647,1535,5
44240,2021,40000,24854.84,Diesel,Automatic,First,Individual,AWD,4985,1926,1867,6
6328,2015,65000,40389.115,Diesel,Manual,Second,Individual,FWD,3985,1734,1505,5
42280,2019,32963,20482.252273,Diesel,Automatic,First,Individual,RWD,4454,2044,1545,5
14280,2012,101000,62758.471,Diesel,Automatic,Second,Individual,RWD,4868,1854,1470,5
4200,2018,14000,8699.194,Petrol,Manual,First,Individual,FWD,3679,1579,1478,5
10628.8,2018,50500,31379.2355,Diesel,Manual,First,Individual,FWD,3995,1790,1640,5
8680,2019,80849,50237.223979,Diesel,Manual,First,Individual,FWD,3840,1735,1530,5
20160,2014,19868,12345.399028,Diesel,Automatic,First,Individual,FWD,4915,1874,1455,5
9240,2016,45000,27961.695,Petrol,Automatic,First,Individual,FWD,4440,1695,1495,5
5711.9888,2019,30858,19174.266318,Petrol,Manual,First,Individual,FWD,3610,1645,1560,5
15120,2018,56500,35107.4615,Diesel,Manual,First,Individual,RWD,4456,1820,1995,7
7280,2020,37003,22992.591113,Petrol,Manual,First,Individual,FWD,3765,1660,1520,5
16688,2021,11000,6835.081,Diesel,Manual,First,Individual,FWD,4440,1695,1495,5
6104,2016,53000,32932.663,Petrol,Manual,First,Individual,FWD,3995,1745,1500,5
33040,2018,75000,46602.825,Diesel,Automatic,First,Individual,RWD,4633,1811,1429,5
12880,2010,120000,74564.52,Diesel,Automatic,First,Individual,RWD,4868,1854,1471,5
20720,2013,44087,27394.383277,Diesel,Automatic,First,Individual,AWD,4385,1831,1608,5
19600,2014,59000,36660.889,Diesel,Automatic,First,Individual,RWD,4879,1854,1474,5
4032,2013,92000,57166.132,Diesel,Manual,Second,Individual,FWD,4425,1695,1505,5
7000,2019,48422,30088.026562,Petrol,Manual,First,Individual,FWD,3998,1765,1647,5
46480,2019,29000,18019.759,Diesel,Automatic,First,Individual,RWD,4633,1811,1429,5
19028.7888,2021,37500,23301.4125,Diesel,Manual,First,Individual,AWD,3985,1820,1844,4
5431.9888,2018,62000,38525.002,Petrol,Manual,Second,Individual,FWD,3995,1745,1500,5
47600,2020,17000,10563.307,Petrol,Automatic,First,Individual,FWD,4726,1842,1427,5
8960,2017,76642,47623.116182,CNG,Manual,First,Individual,FWD,4296,1695,1685,7
14280,2019,44000,27340.324,Petrol,Manual,First,Individual,FWD,4270,1780,1665,5
15400,2013,102000,63379.842,Diesel,Automatic,Second,Individual,RWD,4633,1811,1429,5
19040,2022,9000,5592.339,Diesel,Manual,First,Individual,FWD,4300,1790,1635,5
5600,2013,135000,83885.085,Diesel,Manual,First,Individual,FWD,4585,1890,1785,7
8008,2019,31552,19605.497792,Petrol,Automatic,First,Individual,FWD,3995,1735,1515,5
4256,2016,70000,43495.97,Petrol,Automatic,First,Individual,FWD,3636,1475,1670,5
4200,2016,35134,21831.248714,Petrol,Manual,First,Individual,FWD,3610,1680,1500,5
7784,2018,8000,4970.968,Petrol,Automatic,First,Individual,FWD,3840,1735,1530,5
9800,2016,62125,38602.673375,Diesel,Manual,First,Individual,FWD,4270,1780,1630,5
39200,2016,78000,48466.938,Diesel,Automatic,First,Individual,AWD,4600,2069,1690,7
7672,2018,64300,39954.1553,Petrol,Manual,First,Individual,FWD,3995,1760,1555,5
21000,2021,28000,17398.388,Diesel,Manual,First,Individual,FWD,4661,1894,1786,7
18872,2017,28600,17771.2106,Petrol,Automatic,First,Individual,FWD,4659,1814,1476,5
28560,2015,69500,43185.2845,Diesel,Automatic,Second,Individual,FWD,4933,1874,1455,5
9743.9888,2017,70000,43495.97,Diesel,Manual,First,Individual,FWD,4270,1780,1630,5
9800,2018,24000,14912.904,Diesel,Manual,First,Individual,AWD,3920,1726,1930,6
15568,2012,69500,43185.2845,Diesel,Automatic,First,Individual,AWD,4385,1831,1608,5
9240,2019,25500,15844.9605,Diesel,Manual,First,Individual,FWD,3995,1790,1640,5
8792,2017,20000,12427.42,Petrol,Automatic,First,Individual,FWD,4490,1730,1485,5
24024,2016,55000,34175.405,Diesel,Automatic,Second,Individual,FWD,4417,1804,1494,5
6608,2021,8640,5368.64544,CNG,Manual,First,Individual,RWD,3675,1475,1800,5
28560,2013,65000,40389.115,Petrol,Automatic,Second,Individual,RWD,5247,2110,1448,5
5488,2015,50000,31068.55,Petrol,Manual,First,Individual,FWD,3971,1682,1469,5
4704,2017,43000,26718.953,Petrol,Manual,UnRegistered Car,Individual,FWD,3679,1579,1478,5
26824,2019,44876,27884.644996,Diesel,Automatic,First,Individual,FWD,4475,1850,1660,5
4032,2013,95610,59409.28131,Diesel,Manual,Second,Individual,FWD,3995,1710,1505,5
3640,2013,51000,31689.921,Diesel,Manual,First,Individual,FWD,4425,1695,1505,5
25760,2013,110000,68350.81,Diesel,Automatic,Second,Individual,AWD,4355,2120,1635,5
7190.4,2014,53693,33363.273103,CNG,Manual,First,Individual,FWD,4265,1695,1685,7
3248,2018,70000,43495.97,Petrol,Manual,First,Individual,FWD,3495,1550,1500,5
4368,2014,57000,35418.147,Petrol,Manual,First,Individual,FWD,3765,1660,1520,5
9968,2014,63000,39146.373,Petrol,Automatic,First,Individual,FWD,4540,1760,1480,5
4928,2016,53807,33434.109397,Petrol,Manual,First,Individual,FWD,3850,1695,1530,5
8075.2,2018,46000,28583.066,Petrol,Manual,First,Individual,FWD,4490,1730,1485,5
16968,2018,67546,41971.125566,Petrol,Automatic,Second,Individual,FWD,4670,1814,1476,5
10628.8,2018,37100,23052.8641,Petrol,Manual,First,Individual,FWD,4440,1695,1495,5
3572.8,2018,89059,55338.679889,Petrol,Manual,First,Individual,FWD,3679,1579,1478,5
5151.9888,2013,77000,47845.567,Diesel,Manual,Second,Individual,FWD,4265,1695,1685,7
23520,2018,42000,26097.582,Diesel,Automatic,First,Individual,FWD,4370,1783,1458,5
7672,2017,58146,36130.238166,Petrol,Manual,First,Individual,FWD,3995,1745,1500,5
3360,2013,75000,46602.825,Diesel,Manual,Second,Individual,FWD,4265,1695,1510,5
45920,2022,3826,2377.365446,Diesel,Automatic,UnRegistered Car,Individual,FWD,4549,1796,1446,5
12488,2018,37000,22990.727,Petrol,Manual,Second,Individual,FWD,4270,1780,1665,5
8523.2,2017,38000,23612.098,Petrol,Automatic,Second,Individual,FWD,4440,1695,1495,5
9240,2021,8499,5281.032129,Petrol,Manual,First,Individual,FWD,3995,1745,1500,5
7280,2016,61181,38016.099151,Diesel,Manual,First,Individual,FWD,3985,1734,1505,5
6328,2017,45000,27961.695,Petrol,Manual,First,Individual,FWD,3955,1694,1544,5
8400,2007,102000,63379.842,Petrol,Automatic,First,Individual,RWD,5076,1871,1473,5
7672,2021,9232,5736.497072,Petrol,Automatic,First,Individual,FWD,3805,1680,1520,5
6820.8,2018,42601,26471.025971,Petrol,Manual,First,Individual,FWD,3985,1734,1505,5
4088,2009,90000,55923.39,Diesel,Manual,Second,Individual,RWD,4430,1817,1975,8
24360,2018,40000,24854.84,Diesel,Automatic,First,Individual,RWD,4735,1830,1795,7
7560,2013,106223,66003.891733,Diesel,Automatic,Second,Individual,AWD,4755,1900,1785,7
15680,2009,115000,71457.665,Diesel,Automatic,Second,Individual,AWD,4854,1933,1776,5
5376,2016,50000,31068.55,Petrol,Manual,First,Individual,FWD,3990,1680,1505,5
7000,2014,80000,49709.68,Diesel,Automatic,First,Individual,FWD,4530,1775,1470,5
20059.2,2017,96095,59710.646245,Diesel,Automatic,First,Individual,RWD,4825,1860,1840,7
4726.4,2018,12768,7933.664928,Petrol,Manual,First,Individual,RWD,3675,1475,1800,5
47040,2021,12321,7655.912091,Petrol,Automatic,UnRegistered Car,Individual,FWD,4762,1847,1433,5
14504,2018,65100,40451.2521,Petrol,Automatic,First,Corporate,FWD,4620,1775,1475,5
5544,2017,30000,18641.13,Petrol,Manual,First,Individual,FWD,3765,1660,1520,5
6552,2019,12000,7456.452,Petrol,Automatic,First,Individual,FWD,3746,1647,1535,5
44240,2019,33000,20505.243,Diesel,Automatic,First,Individual,RWD,4686,1810,1442,5
4760,2013,57000,35418.147,Petrol,Automatic,Second,Individual,FWD,4386,1699,1466,5
46480,2017,48000,29825.808,Diesel,Automatic,Second,Individual,RWD,5063,1860,1494,5
27720,2012,118000,73321.778,Diesel,Automatic,First,Individual,AWD,5089,1983,1737,7
33488,2017,44000,27340.324,Diesel,Automatic,Second,Individual,RWD,4936,1868,1479,5
3136,2013,99000,61515.729,Diesel,Manual,Second,Individual,FWD,4315,1822,1695,5
16800,2009,75000,46602.825,Petrol,Automatic,Second,Individual,RWD,5076,1871,1473,5
9240,2010,114000,70836.294,Diesel,Manual,Second,Individual,AWD,4695,1840,1850,7
3472,2014,82000,50952.422,CNG,Manual,First,Individual,FWD,3599,1495,1700,5
6664,2016,80000,49709.68,Petrol,Automatic,First,Individual,FWD,3955,1694,1544,5
13888,2017,57000,35418.147,Diesel,Manual,First,Individual,FWD,4395,1818,1640,5
3673.6,2018,26807,16657.092397,Petrol,Manual,Second,Individual,RWD,3675,1475,1800,5
7000,2018,23000,14291.533,Petrol,Manual,First,Individual,FWD,3985,1734,1505,5
4591.9888,2015,112000,69593.552,Diesel,Manual,First,Individual,FWD,3850,1695,1530,5
6104,2015,70000,43495.97,Petrol,Manual,First,Individual,FWD,3995,1695,1555,5
7828.8,2019,53929,33509.916659,Petrol,Manual,First,Individual,FWD,3971,1682,1469,5
4368,2014,49580,30807.57418,Petrol,Manual,First,Individual,FWD,3600,1600,1560,5
7616,2014,85000,52816.535,Diesel,Manual,Second,Individual,FWD,4620,1775,1475,5
7000,2015,61000,37903.631,Diesel,Manual,First,Individual,FWD,4490,1730,1485,5
10651.2,2016,42000,26097.582,Diesel,Manual,First,Individual,RWD,4456,1820,1930,8
6160,2011,69000,42874.599,Petrol,Automatic,Second,Individual,FWD,4420,1695,1480,5
15120,2017,70000,43495.97,Petrol,Automatic,First,Individual,FWD,4395,1818,1640,5
3640,2013,15780,9805.23438,Petrol,Manual,First,Individual,FWD,3585,1595,1550,5
29120,2015,46000,28583.066,Diesel,Automatic,First,Individual,AWD,5089,1983,1737,7
7168,2016,50800,31565.6468,Petrol,Manual,First,Individual,FWD,4490,1730,1485,5
5040,2011,95000,59030.245,Petrol,Automatic,First,Individual,FWD,4540,1760,1480,5
8400,2010,112000,69593.552,Diesel,Automatic,Second,Individual,RWD,4841,1846,1468,5
8971.2,2018,30000,18641.13,Diesel,Manual,First,Individual,FWD,3995,1790,1640,5
12208,2017,19000,11806.049,Diesel,Manual,First,Individual,RWD,4456,1820,1995,8
2744,2014,31100,19324.6381,Petrol,Manual,Second,Individual,FWD,3620,1475,1460,5
5320,2014,65000,40389.115,Petrol,Manual,Second,Individual,FWD,3990,1680,1505,5
31360,2017,49000,30447.179,Diesel,Automatic,Second,Individual,AWD,4795,1855,1835,7
33040,2020,11000,6835.081,Diesel,Automatic,First,Individual,FWD,4456,1796,1416,5
6104,2019,28000,17398.388,Petrol,Manual,First,Individual,FWD,3765,1660,1520,5
44520,2021,9400,5840.8874,Diesel,Automatic,First,Individual,RWD,4903,1869,1837,7
47040,2017,77000,47845.567,Diesel,Automatic,First,Individual,AWD,4656,1890,1639,5
4871.9888,2017,27000,16777.017,Diesel,Manual,Second,Individual,FWD,3995,1660,1520,5
3528,2017,15507,9635.600097,Petrol,Manual,First,Individual,FWD,3679,1579,1478,5
10080,2016,70000,43495.97,Diesel,Manual,Second,Individual,AWD,4755,1900,1785,7
6160,2015,44000,27340.324,Petrol,Manual,First,Individual,FWD,4440,1695,1495,5
49280,2018,70000,43495.97,Diesel,Automatic,First,Individual,AWD,4657,1881,1678,5
17920,2015,145000,90098.795,Diesel,Automatic,Second,Individual,RWD,4705,1840,1850,7
2217.6,2017,24000,14912.904,Petrol,Manual,First,Individual,FWD,3429,1560,1541,5
3528,2017,15507,9635.600097,Petrol,Manual,First,Individual,FWD,3679,1579,1478,5
8680,2018,39000,24233.469,Petrol,Manual,Second,Individual,FWD,4440,1695,1495,5
7000,2017,58000,36039.518,Petrol,Automatic,First,Individual,FWD,3995,1735,1515,5
8680,2015,82000,50952.422,Diesel,Manual,Second,Individual,FWD,4270,1780,1630,5
17348.8,2018,95315,59225.976865,Diesel,Manual,Second,Individual,RWD,4735,1830,1795,7
18804.8,2016,46000,28583.066,Diesel,Automatic,Second,Individual,RWD,4633,1811,1429,5
8120,2019,11874,7378.159254,Petrol,Automatic,First,Individual,FWD,3840,1735,1530,5
6048,2014,86000,53437.906,Diesel,Manual,First,Individual,FWD,4370,1700,1475,5
3920,2014,111000,68972.181,Diesel,Manual,Second,Individual,FWD,3970,1682,1453,5
18927.9888,2015,50000,31068.55,Diesel,Automatic,Second,Individual,FWD,4370,1783,1458,5
7000,2021,28000,17398.388,Petrol,Manual,First,Corporate,FWD,3994,1758,1572,5
5320,2019,25000,15534.275,Petrol,Manual,First,Individual,FWD,3695,1600,1560,5
18480,2021,12000,7456.452,Diesel,Manual,First,Individual,FWD,4315,1800,1637,5
4591.9888,2019,32000,19883.872,Petrol,Manual,First,Individual,FWD,3610,1645,1560,5
23520,2017,112000,69593.552,Diesel,Manual,First,Individual,RWD,4735,1830,1795,7
30800,2017,51800,32187.0178,Diesel,Automatic,Second,Individual,RWD,4936,1868,1479,5
6104,2017,22000,13670.162,Petrol,Automatic,First,Individual,FWD,3700,1690,1595,5
8288,2015,155000,96312.505,Diesel,Manual,First,Individual,RWD,4655,1965,1922,7
26880,2016,60000,37282.26,Petrol,Automatic,Second,Individual,RWD,4879,1854,1474,5
5208,2014,75000,46602.825,Petrol,Manual,First,Individual,FWD,3850,1695,1530,5
4200,2014,71000,44117.341,Diesel,Manual,First,Individual,FWD,3987,1687,1495,5
32480,2017,64000,39767.744,Diesel,Automatic,First,Individual,FWD,4385,1831,1608,5
8904,2018,45326,28164.261946,Petrol,Manual,First,Individual,FWD,3999,1734,1601,5
32480,2019,15529,9649.270259,Diesel,Automatic,First,Individual,FWD,4456,1796,1416,5
25200,2015,43200,26843.2272,Petrol,Automatic,First,Corporate,FWD,4424,1804,1494,5
11760,2017,29386,18259.608206,Petrol,Automatic,Second,Individual,FWD,4440,1695,1495,5
8568,2021,18105,11249.921955,Petrol,Manual,First,Individual,FWD,3765,1660,1520,5
7560,2017,125372,77902.525012,Diesel,Manual,First,Individual,FWD,4300,1765,1590,5
26880,2015,100000,62137.1,Diesel,Automatic,First,Individual,FWD,4933,1874,1455,5
5711.9888,2019,40000,24854.84,Petrol,Manual,First,Individual,RWD,3675,1475,1800,7
30800,2022,31000,19262.501,Diesel,Automatic,First,Individual,AWD,4695,1890,1755,7
29120,2012,42000,26097.582,Diesel,Automatic,First,Individual,AWD,4969,2139,1420,5
5544,2012,65001,40389.736371,Petrol,Automatic,First,Individual,FWD,4440,1695,1485,5
26880,2014,42533,26428.772743,Diesel,Automatic,First,Individual,AWD,5089,1983,1737,7
5544,2018,45000,27961.695,Petrol,Manual,First,Individual,FWD,3765,1660,1520,5
47040,2018,36000,22369.356,Diesel,Automatic,Second,Individual,AWD,4600,2069,1724,7
28560,2017,44000,27340.324,Diesel,Automatic,Second,Individual,RWD,4795,1855,1835,7
5376,2016,85000,52816.535,Diesel,Manual,First,Individual,FWD,3995,1695,1555,5
19600,2021,17000,10563.307,Diesel,Manual,First,Individual,FWD,4270,1780,1630,5
9520,2019,72000,44738.712,Diesel,Manual,First,Individual,FWD,4296,1695,1685,7
4871.9888,2019,34400,21375.1624,Petrol,Automatic,First,Individual,FWD,3610,1645,1560,5
11984,2021,8800,5468.0648,Petrol,Manual,First,Individual,FWD,3995,1770,1605,5
17136,2022,2000,1242.742,Petrol,Automatic,First,Individual,FWD,4549,1748,1489,5
17897.6,2020,19700,12241.0087,Diesel,Manual,First,Individual,FWD,4300,1790,1635,5
7224,2016,45000,27961.695,Petrol,Manual,First,Individual,FWD,4375,1700,1475,5
7280,2017,76000,47224.196,Diesel,Automatic,First,Individual,FWD,3995,1695,1555,5
6104,2013,110000,68350.81,Diesel,Manual,First,Individual,FWD,4384,1699,1466,5
12264,2022,2700,1677.7017,Petrol,Manual,First,Individual,FWD,4440,1695,1495,5
22120,2018,75000,46602.825,Diesel,Automatic,First,Individual,RWD,4735,1830,1795,7
20596.8,2017,110000,68350.81,Diesel,Automatic,First,Individual,AWD,4385,1831,1608,5
16800,2016,70000,43495.97,Petrol,Automatic,Second,Individual,FWD,4861,1864,1483,5
23520,2017,42000,26097.582,Diesel,Automatic,First,Individual,AWD,4385,1831,1608,5
3864,2015,70000,43495.97,Diesel,Manual,First,Individual,FWD,3971,1682,1469,5
9520,2018,52890,32864.31219,Petrol,Manual,First,Individual,FWD,4440,1695,1495,5
15960,2018,72870,45279.30477,Diesel,Automatic,First,Corporate,FWD,4270,1780,1665,5
7560,2017,48591,30193.038261,Petrol,Manual,First,Individual,FWD,3985,1734,1505,5
10360,2019,60888,37834.037448,Diesel,Manual,First,Individual,FWD,3995,1821,1627,5
2352,2014,48000,29825.808,Petrol,Manual,First,Individual,FWD,3495,1550,1500,5
8512,2018,20251,12583.384121,Petrol,Manual,First,Individual,FWD,3994,1811,1607,5
7168,2015,49000,30447.179,Diesel,Manual,First,Individual,FWD,4375,1700,1475,5
3808,2013,66000,41010.486,Petrol,Manual,First,Individual,FWD,3850,1695,1530,5
7784,2017,51292,31871.361332,Petrol,Manual,First,Individual,FWD,4440,1695,1495,5
5208,2015,89000,55302.019,Diesel,Manual,Second,Individual,FWD,3886,1695,1525,5
8232,2019,55000,34175.405,Petrol,Manual,First,Individual,FWD,3995,1745,1510,5
14560,1988,71000,44117.341,Petrol,Automatic,Third,Individual,RWD,5063,1860,1494,5
20708.7888,2021,20000,12427.42,Diesel,Manual,First,Individual,FWD,4500,1790,1675,7
7672,2016,68500,42563.9135,Petrol,Manual,First,Individual,FWD,4440,1695,1495,5
9800,2014,99000,61515.729,Diesel,Automatic,First,Corporate,AWD,4690,1880,1690,7
22847.9888,2018,110000,68350.81,Diesel,Automatic,First,Corporate,RWD,4735,1830,1795,7
7840,2019,19244,11957.663524,Petrol,Manual,First,Individual,FWD,3995,1745,1510,5
6160,2020,19000,11806.049,Petrol,Manual,First,Individual,FWD,3655,1620,1675,5
9240,2015,75000,46602.825,Diesel,Automatic,Second,Individual,AWD,4690,1880,1690,7
34720,2021,29000,18019.759,Diesel,Manual,First,Individual,RWD,4735,1830,1795,7
15680,2013,60000,37282.26,Diesel,Automatic,Second,Individual,FWD,4915,1874,1455,5
4760,2015,80000,49709.68,Petrol,Manual,Second,Individual,FWD,3850,1695,1530,5
49000,2018,54500,33864.7195,Petrol,Automatic,Second,Individual,AWD,4640,1845,1645,5
33600,2021,38000,23612.098,Diesel,Automatic,First,Individual,RWD,4735,1830,1795,7
7168,2016,52000,32311.292,Diesel,Manual,Second,Individual,FWD,3995,1790,1640,5
3080,2013,76000,47224.196,CNG,Manual,First,Individual,FWD,3565,1525,1590,5
7784,2019,42678,26518.871538,Petrol,Manual,First,Individual,FWD,3985,1734,1505,5
2744,2010,95000,59030.245,Petrol,Automatic,Second,Individual,FWD,4420,1695,1480,5
7728,2016,65000,40389.115,Diesel,Manual,Second,Individual,FWD,4315,1822,1695,5
16800,2021,31000,19262.501,Petrol,Automatic,First,Individual,FWD,4221,1760,1612,5
3024,2014,82682,51376.197022,Petrol,Manual,First,Individual,FWD,3620,1475,1460,5
6104,2016,70500,43806.6555,Diesel,Manual,First,Individual,FWD,3995,1760,1555,5
21000,2021,10000,6213.71,Petrol,Automatic,First,Individual,FWD,4720,1835,1760,6
2855.9888,2016,57159,35516.944989,Petrol,Manual,First,Individual,FWD,3679,1579,1478,5
31192,2016,120000,74564.52,Diesel,Automatic,First,Individual,AWD,4838,1915,1837,7
20160,2021,17000,10563.307,Diesel,Manual,First,Individual,AWD,3985,1820,1844,4
5320,2012,40000,24854.84,Petrol,Automatic,Second,Individual,FWD,4440,1695,1485,5
7280,2020,58100,36101.6551,Petrol,Manual,First,Individual,FWD,3985,1734,1505,5
13428.8,2012,12749,7921.858879,Diesel,Manual,First,Individual,AWD,4705,1840,1850,7
7280,2013,83466,51863.351886,Diesel,Automatic,First,Individual,AWD,4660,1890,1760,7
8904,2015,86000,53437.906,Diesel,Manual,Second,Individual,RWD,4456,1820,1930,8
26712,2015,60921,37854.542691,Petrol,Automatic,Second,Individual,RWD,4686,1810,1442,5
19040,2014,78000,48466.938,Diesel,Automatic,First,Individual,AWD,4629,1898,1653,5
4256,2012,53000,32932.663,Petrol,Manual,First,Corporate,FWD,4370,1700,1475,5
3304,2016,34736,21583.943056,Petrol,Manual,First,Individual,FWD,3679,1579,1478,5
19600,2020,14400,8947.7424,Diesel,Manual,First,Individual,FWD,4598,1894,1706,5
5880,2015,85000,52816.535,Diesel,Manual,Second,Individual,AWD,3920,1710,1930,7
24416,2018,77590,48212.17589,Petrol,Automatic,First,Individual,FWD,4456,1796,1416,5
48440,2018,40545,25193.487195,Diesel,Automatic,First,Individual,AWD,4731,2071,1651,5
1736,2009,56852,35326.184092,CNG,Manual,Second,Individual,FWD,3495,1475,1460,5
8232,2018,42000,26097.582,Petrol,Automatic,First,Individual,FWD,3995,1735,1515,5
10080,2018,55000,34175.405,Petrol,Automatic,Second,Individual,FWD,4413,1699,1466,5
8904,2014,53000,32932.663,Petrol,Automatic,Second,Individual,FWD,4838,1817,1482,5
36960,2018,17000,10563.307,Diesel,Automatic,First,Individual,FWD,3821,1727,1414,5
42280,2020,50000,31068.55,Diesel,Automatic,First,Individual,RWD,4795,1855,1835,7
8120,2017,75793,47095.572203,Diesel,Manual,First,Individual,FWD,3995,1790,1640,5
11143.9888,2012,89311,55495.265381,Diesel,Automatic,First,Individual,FWD,4635,1865,1484,5
8792,2018,80000,49709.68,Diesel,Manual,First,Individual,FWD,3995,1790,1640,5
31348.8,2019,69500,43185.2845,Diesel,Automatic,Second,Individual,RWD,4795,1855,1835,7
4368,2018,66794,41503.854574,Petrol,Manual,First,Individual,FWD,3599,1495,1700,5
7560,2017,35616,22130.749536,Petrol,Automatic,First,Individual,FWD,3995,1745,1500,5
3584,2015,64000,39767.744,Petrol,Manual,First,Individual,RWD,3675,1475,1800,5
9408,2020,7000,4349.597,Petrol,Automatic,First,Individual,FWD,3995,1745,1500,5
3472,2015,45000,27961.695,Petrol,Manual,First,Individual,FWD,3599,1495,1700,5
8904,2017,9000,5592.339,Petrol,Manual,First,Individual,FWD,4296,1695,1685,7
3472,2015,67738,42090.428798,CNG,Manual,Second,Individual,FWD,3599,1495,1700,5
9632,2021,11030,6853.72213,Petrol,Manual,First,Individual,FWD,3995,1745,1510,5
4368,2015,49123,30523.607633,Petrol,Manual,First,Individual,FWD,3585,1595,1550,5
5824,2018,46000,28583.066,Diesel,Manual,First,Individual,FWD,3995,1695,1555,5
7560,2018,64000,39767.744,Diesel,Manual,First,Individual,FWD,3995,1790,1640,5
5320,2021,7942,4934.928482,Petrol,Manual,First,Individual,FWD,3565,1520,1564,5
2968,2017,52100,32373.4291,Petrol,Manual,First,Individual,FWD,3395,1490,1475,5
10640,2019,32809,20386.561139,Diesel,Manual,First,Individual,FWD,4386,1699,1466,5
19600,2014,101000,62758.471,Diesel,Automatic,First,Individual,RWD,4705,1840,1850,7
24920,2016,40500,25165.5255,Diesel,Automatic,First,Individual,FWD,4456,1796,1416,5
19588.7888,2021,25700,15969.2347,Petrol,Manual,First,Corporate,FWD,4395,1818,1640,5
25200,2014,85000,52816.535,Diesel,Automatic,Second,Individual,AWD,4804,2141,1796,5
7728,2017,17268,10729.834428,Petrol,Manual,First,Individual,FWD,3985,1734,1505,5
6283.2,2017,68000,42253.228,Petrol,Manual,First,Individual,FWD,3995,1745,1500,5
6664,2017,44100,27402.4611,Petrol,Automatic,First,Corporate,FWD,3995,1695,1555,5
5040,2014,23000,14291.533,Petrol,Manual,First,Individual,FWD,3995,1710,1505,5
24080,2016,95401,59279.414771,Diesel,Automatic,First,Individual,AWD,4385,1831,1608,5
20720,2020,7000,4349.597,Petrol,Automatic,First,Individual,FWD,4315,1800,1645,5
13160,2017,24000,14912.904,Petrol,Automatic,First,Individual,FWD,4620,1800,1465,5
4480,2015,41273,25645.845283,Petrol,Manual,First,Individual,FWD,4250,1670,1370,5
12320,2018,65954,40981.902934,Diesel,Manual,First,Individual,FWD,4270,1780,1665,5
4424,2016,28000,17398.388,Petrol,Manual,First,Individual,FWD,3585,1595,1550,5
4760,2021,38848,24139.020608,Petrol,Manual,First,Individual,FWD,3565,1520,1564,5
24528,2017,30000,18641.13,Diesel,Manual,First,Individual,RWD,4735,1830,1795,7
4715.2,2017,69000,42874.599,Petrol,Manual,First,Individual,FWD,3995,1695,1555,5
6272,2016,22700,14105.1217,Petrol,Manual,First,Individual,FWD,3995,1760,1555,5
36400,2019,41000,25476.211,Diesel,Automatic,Second,Individual,AWD,4385,1831,1608,5
9800,2014,100000,62137.1,Diesel,Manual,Second,Individual,RWD,4456,1820,1995,8
10068.8,2018,13066,8118.833486,Petrol,Manual,First,Individual,FWD,4490,1730,1485,5
4760,2015,75000,46602.825,Diesel,Manual,First,Individual,FWD,4315,1822,1695,5
4760,2019,53241,33082.413411,Petrol,Manual,First,Individual,FWD,3565,1520,1564,5
43400,2021,12000,7456.452,Petrol,Automatic,First,Individual,FWD,4299,1822,1557,5
5600,2013,65000,40389.115,Petrol,Manual,First,Individual,FWD,4440,1695,1485,5
13720,2012,97000,60272.987,Diesel,Manual,Second,Individual,RWD,4705,1840,1850,7
20047.9888,2017,49000,30447.179,Petrol,Automatic,Second,Individual,RWD,4735,1830,1795,7
2688,2013,64000,39767.744,Petrol,Manual,First,Individual,FWD,3515,1500,1510,5
10472,2019,56000,34796.776,Diesel,Manual,First,Individual,FWD,3990,1680,1505,5
8680,2018,39000,24233.469,Petrol,Automatic,First,Individual,FWD,3995,1745,1510,5
10640,2017,55000,34175.405,Diesel,Manual,Second,Individual,RWD,4456,1820,1995,8
6148.8,2018,53000,32932.663,Petrol,Automatic,Second,Individual,FWD,3765,1660,1520,5
7224,2021,1374,853.763754,CNG,Manual,First,Individual,RWD,3675,1475,1800,5
38080,2018,68000,42253.228,Diesel,Automatic,First,Individual,RWD,4686,1810,1442,5
7224,2019,35000,21747.985,Petrol,Manual,First,Individual,FWD,3985,1734,1505,5
29120,2016,39000,24233.469,Diesel,Automatic,First,Individual,RWD,4899,2094,1464,5
