id,split,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y,was_contacted_before,campaign_intensity,age_group,quarter
1840,labeled,54,retired,married,secondary,no,1131.0,yes,no,cellular,14,may,155.0,1,177,7,failure,no,1,0.125,adulto,Q2
1841,labeled,39,technician,married,tertiary,no,212.0,no,no,cellular,23,jul,36.0,2,-1,0,unknown,no,0,2.0,adulto_joven,Q3
1842,labeled,58,retired,single,primary,no,6568.0,no,no,cellular,21,jul,106.0,3,-1,0,unknown,no,0,3.0,adulto,Q3
1843,labeled,21,student,single,secondary,no,2485.0,no,no,cellular,30,jun,258.0,6,169,3,success,yes,1,1.5,joven,Q2
1844,labeled,39,technician,married,secondary,no,10.0,yes,no,cellular,18,may,122.0,3,357,4,failure,no,1,0.6,adulto_joven,Q2
1845,labeled,32,management,married,secondary,no,3941.0,yes,no,cellular,29,may,129.0,2,-1,0,unknown,no,0,2.0,adulto_joven,Q2
1848,labeled,35,management,single,tertiary,no,628.0,yes,no,cellular,17,apr,128.0,3,-1,0,unknown,no,0,3.0,adulto_joven,Q2
1849,labeled,56,entrepreneur,married,secondary,no,571.0,no,no,cellular,20,jun,18.0,2,-1,0,unknown,no,0,2.0,adulto,Q2
1850,labeled,36,blue-collar,married,secondary,no,190.0,yes,no,cellular,9,jul,183.0,1,-1,0,unknown,no,0,1.0,adulto_joven,Q3
1851,labeled,27,blue-collar,married,secondary,no,2164.0,yes,no,cellular,16,apr,130.0,1,323,1,other,no,1,0.5,joven,Q2
1852,labeled,43,management,married,secondary,no,-17.0,yes,no,cellular,16,may,343.0,1,-1,0,unknown,no,0,1.0,adulto_joven,Q2
1853,labeled,32,admin.,divorced,secondary,yes,-14.0,yes,no,cellular,12,may,155.0,3,-1,0,unknown,no,0,3.0,adulto_joven,Q2
1854,labeled,48,admin.,married,secondary,no,12.0,no,yes,cellular,7,jul,46.0,1,-1,0,unknown,no,0,1.0,adulto,Q3
1855,labeled,42,unemployed,divorced,tertiary,no,-176.0,no,no,cellular,29,aug,85.0,4,-1,0,unknown,no,0,4.0,adulto_joven,Q3
1856,labeled,45,technician,married,tertiary,no,265.0,no,no,cellular,28,aug,14.0,3,-1,0,unknown,no,0,3.0,adulto_joven,Q3
1858,labeled,33,technician,married,secondary,no,0.0,yes,yes,cellular,19,nov,163.0,2,-1,0,unknown,no,0,2.0,adulto_joven,Q4
1859,labeled,59,retired,married,secondary,no,0.0,no,no,cellular,18,jul,247.0,4,-1,0,unknown,no,0,4.0,adulto,Q3
1860,labeled,48,blue-collar,married,secondary,no,874.0,yes,no,cellular,13,may,78.0,2,-1,0,unknown,no,0,2.0,adulto,Q2
1861,labeled,49,technician,married,secondary,no,12532.0,no,no,cellular,13,aug,77.0,8,-1,0,unknown,no,0,8.0,adulto,Q3
1862,labeled,41,management,divorced,tertiary,no,4559.0,yes,yes,cellular,16,jul,106.0,1,-1,0,unknown,no,0,1.0,adulto_joven,Q3
1863,labeled,38,entrepreneur,married,secondary,no,157.0,no,yes,cellular,15,may,57.0,11,366,1,other,no,1,5.5,adulto_joven,Q2
1864,labeled,38,services,married,secondary,no,-3.0,no,yes,cellular,21,nov,152.0,2,-1,0,unknown,no,0,2.0,adulto_joven,Q4
1865,labeled,65,housemaid,married,primary,no,2171.0,yes,no,cellular,4,sep,112.0,7,-1,0,unknown,no,0,7.0,senior,Q3
1866,labeled,36,services,single,secondary,no,1484.0,yes,no,cellular,18,nov,177.0,2,174,1,other,no,1,1.0,adulto_joven,Q4
1867,labeled,33,services,married,secondary,no,-334.0,yes,no,cellular,30,jul,329.0,5,-1,0,unknown,no,0,5.0,adulto_joven,Q3
1868,labeled,34,blue-collar,single,tertiary,no,1017.0,yes,no,cellular,6,may,136.0,1,-1,0,unknown,no,0,1.0,adulto_joven,Q2
1869,labeled,40,blue-collar,married,primary,no,97.0,yes,no,cellular,2,jun,193.0,5,-1,0,unknown,no,0,5.0,adulto_joven,Q2
1871,labeled,49,management,single,tertiary,no,582.0,no,no,cellular,28,aug,70.0,9,-1,0,unknown,no,0,9.0,adulto,Q3
1872,labeled,49,blue-collar,single,primary,no,3015.0,yes,no,cellular,15,may,93.0,1,-1,0,unknown,no,0,1.0,adulto,Q2
1873,labeled,26,admin.,married,tertiary,no,2860.0,no,no,cellular,30,mar,52.0,3,-1,0,unknown,no,0,3.0,joven,Q1
1876,labeled,50,services,married,primary,no,1268.0,no,no,cellular,18,nov,172.0,1,-1,0,unknown,no,0,1.0,adulto,Q4
1877,labeled,32,blue-collar,married,secondary,no,146.0,no,no,cellular,5,feb,210.0,1,-1,0,unknown,no,0,1.0,adulto_joven,Q1
1878,labeled,41,technician,divorced,secondary,no,51.0,no,no,cellular,20,aug,261.0,2,-1,0,unknown,no,0,2.0,adulto_joven,Q3
1879,labeled,43,management,divorced,tertiary,no,45.0,yes,no,cellular,25,jul,197.0,6,-1,0,unknown,no,0,6.0,adulto_joven,Q3
1880,labeled,47,technician,married,tertiary,no,2401.0,no,no,cellular,12,aug,236.0,1,104,1,success,no,1,0.5,adulto,Q3
1881,labeled,36,blue-collar,married,secondary,no,0.0,yes,no,cellular,6,may,337.0,1,-1,0,unknown,no,0,1.0,adulto_joven,Q2
1882,labeled,26,admin.,single,secondary,no,601.0,no,no,telephone,28,jan,112.0,1,-1,0,unknown,no,0,1.0,joven,Q1
1883,labeled,36,management,single,tertiary,no,2939.0,no,no,cellular,18,aug,882.0,8,-1,0,unknown,yes,0,8.0,adulto_joven,Q3
1884,labeled,37,self-employed,single,tertiary,no,553.0,no,no,cellular,17,jun,200.0,2,-1,0,unknown,no,0,2.0,adulto_joven,Q2
1885,labeled,38,management,single,tertiary,no,1367.0,no,no,cellular,22,oct,119.0,4,-1,0,unknown,no,0,4.0,adulto_joven,Q4
1886,labeled,41,management,married,secondary,no,2457.0,yes,no,cellular,9,may,285.0,1,-1,0,unknown,no,0,1.0,adulto_joven,Q2
1888,labeled,36,services,single,secondary,no,166.0,yes,no,cellular,7,may,223.0,2,-1,0,unknown,no,0,2.0,adulto_joven,Q2
1889,labeled,52,blue-collar,married,primary,no,780.0,yes,no,cellular,16,may,30.0,3,-1,0,unknown,no,0,3.0,adulto,Q2
1890,labeled,27,services,single,secondary,no,198.0,yes,no,cellular,4,jun,172.0,2,-1,0,unknown,no,0,2.0,joven,Q2
1892,labeled,49,services,married,secondary,no,2201.0,yes,no,cellular,15,may,233.0,3,-1,0,unknown,no,0,3.0,adulto,Q2
1894,labeled,34,management,married,tertiary,no,131.0,yes,no,cellular,22,apr,156.0,1,-1,0,unknown,no,0,1.0,adulto_joven,Q2
1896,labeled,48,management,married,primary,no,607.0,no,no,cellular,5,mar,77.0,6,-1,0,unknown,no,0,6.0,adulto,Q1
1897,labeled,42,self-employed,married,tertiary,no,0.0,no,no,cellular,8,aug,118.0,6,-1,0,unknown,no,0,6.0,adulto_joven,Q3
1898,labeled,34,admin.,single,primary,no,0.0,yes,yes,cellular,6,may,172.0,4,-1,0,unknown,no,0,4.0,adulto_joven,Q2
1899,labeled,41,technician,married,secondary,no,280.0,yes,no,cellular,15,may,221.0,4,-1,0,unknown,no,0,4.0,adulto_joven,Q2
1901,labeled,26,admin.,single,secondary,no,442.0,no,no,cellular,30,jul,84.0,3,-1,0,unknown,no,0,3.0,joven,Q3
1902,labeled,46,unemployed,divorced,primary,no,18.0,no,no,cellular,21,nov,344.0,1,-1,0,unknown,no,0,1.0,adulto,Q4
1903,labeled,43,management,married,tertiary,no,0.0,yes,no,cellular,17,nov,110.0,1,-1,0,unknown,no,0,1.0,adulto_joven,Q4
1904,labeled,35,self-employed,married,tertiary,no,555.0,yes,no,cellular,2,apr,58.0,1,136,1,failure,no,1,0.5,adulto_joven,Q2
1905,labeled,34,blue-collar,married,primary,no,182.0,no,no,cellular,24,jul,78.0,1,-1,0,unknown,no,0,1.0,adulto_joven,Q3
1906,labeled,42,management,married,tertiary,no,512.0,no,no,cellular,4,nov,158.0,1,-1,0,unknown,no,0,1.0,adulto_joven,Q4
1907,labeled,32,self-employed,married,secondary,no,-41.0,yes,no,cellular,28,may,234.0,3,-1,0,unknown,no,0,3.0,adulto_joven,Q2
1908,labeled,45,admin.,married,secondary,no,2029.0,no,no,cellular,30,nov,123.0,1,186,4,failure,no,1,0.2,adulto_joven,Q4
1909,labeled,35,management,divorced,tertiary,no,154.0,yes,no,cellular,4,jun,141.0,6,-1,0,unknown,no,0,6.0,adulto_joven,Q2
1910,labeled,44,management,married,tertiary,no,3764.0,no,no,cellular,28,aug,125.0,12,-1,0,unknown,no,0,12.0,adulto_joven,Q3
1911,labeled,33,management,single,secondary,no,1562.0,yes,no,cellular,17,apr,97.0,1,-1,0,unknown,no,0,1.0,adulto_joven,Q2
1912,labeled,52,admin.,married,secondary,no,0.0,no,no,cellular,22,apr,91.0,2,275,1,failure,no,1,1.0,adulto,Q2
1913,labeled,58,unemployed,married,tertiary,no,751.0,no,no,telephone,28,jan,38.0,1,-1,0,unknown,no,0,1.0,adulto,Q1
1914,labeled,30,technician,single,tertiary,no,6618.0,yes,no,cellular,21,aug,239.0,8,-1,0,unknown,no,0,8.0,joven,Q3
1916,labeled,27,blue-collar,divorced,secondary,no,6.0,yes,no,cellular,14,jul,116.0,3,-1,0,unknown,no,0,3.0,joven,Q3
1917,labeled,35,admin.,divorced,tertiary,no,1559.0,yes,no,cellular,9,may,26.0,2,-1,0,unknown,no,0,2.0,adulto_joven,Q2
1918,labeled,46,services,married,secondary,no,261.0,yes,no,cellular,16,may,134.0,4,-1,0,unknown,no,0,4.0,adulto,Q2
1920,labeled,46,management,married,tertiary,no,468.0,yes,no,cellular,20,may,128.0,6,-1,0,unknown,no,0,6.0,adulto,Q2
1921,labeled,55,technician,married,secondary,no,0.0,yes,no,cellular,30,may,119.0,2,-1,0,unknown,no,0,2.0,adulto,Q2
1922,labeled,51,housemaid,married,secondary,no,265.0,no,no,cellular,27,aug,316.0,5,-1,0,unknown,no,0,5.0,adulto,Q3
1924,labeled,39,blue-collar,single,secondary,no,4141.0,yes,yes,cellular,2,jun,21.0,1,-1,0,unknown,no,0,1.0,adulto_joven,Q2
1925,labeled,43,blue-collar,married,primary,no,234.0,no,yes,cellular,15,may,45.0,1,-1,0,unknown,no,0,1.0,adulto_joven,Q2
1926,labeled,41,blue-collar,married,primary,no,849.0,yes,no,cellular,15,may,72.0,1,-1,0,unknown,no,0,1.0,adulto_joven,Q2
1927,labeled,59,retired,married,secondary,no,9970.0,yes,no,cellular,29,may,57.0,2,-1,0,unknown,no,0,2.0,adulto,Q2
1928,labeled,41,management,married,tertiary,no,4817.0,no,yes,cellular,18,jul,168.0,7,-1,0,unknown,no,0,7.0,adulto_joven,Q3
1929,labeled,53,technician,married,secondary,no,68.0,no,no,cellular,25,aug,41.0,2,-1,0,unknown,no,0,2.0,adulto,Q3
1930,labeled,41,admin.,married,tertiary,no,1535.0,no,no,cellular,4,may,54.0,2,-1,0,unknown,no,0,2.0,adulto_joven,Q2
1931,labeled,32,services,single,secondary,no,174.0,yes,no,cellular,6,may,145.0,1,-1,0,unknown,no,0,1.0,adulto_joven,Q2
1932,labeled,51,technician,married,tertiary,no,2515.0,no,no,cellular,30,nov,210.0,3,-1,0,unknown,no,0,3.0,adulto,Q4
1933,labeled,56,services,married,secondary,no,86.0,no,no,cellular,27,aug,26.0,11,-1,0,unknown,no,0,11.0,adulto,Q3
1934,labeled,30,management,single,tertiary,no,325.0,yes,no,cellular,6,jun,122.0,16,-1,0,unknown,no,0,16.0,joven,Q2
1935,labeled,56,technician,married,secondary,no,158.0,yes,yes,cellular,11,may,102.0,6,349,1,failure,no,1,3.0,adulto,Q2
1936,labeled,50,housemaid,single,secondary,no,0.0,no,no,telephone,28,jul,118.0,8,-1,0,unknown,no,0,8.0,adulto,Q3
1938,labeled,50,self-employed,married,secondary,no,1131.0,no,no,cellular,14,aug,219.0,10,-1,0,unknown,no,0,10.0,adulto,Q3
1939,labeled,48,management,single,tertiary,no,8103.0,no,no,cellular,17,nov,125.0,1,111,3,failure,no,1,0.25,adulto,Q4
1940,labeled,34,blue-collar,single,secondary,no,1234.0,yes,no,cellular,18,jul,90.0,1,-1,0,unknown,no,0,1.0,adulto_joven,Q3
1941,labeled,38,management,married,tertiary,no,2272.0,yes,yes,cellular,13,may,244.0,1,-1,0,unknown,no,0,1.0,adulto_joven,Q2
1942,labeled,51,housemaid,married,primary,no,29.0,yes,no,cellular,14,jul,333.0,2,-1,0,unknown,no,0,2.0,adulto,Q3
1943,labeled,36,technician,married,secondary,no,184.0,no,no,cellular,31,aug,69.0,1,-1,0,unknown,no,0,1.0,adulto_joven,Q3
1944,labeled,35,services,married,secondary,no,175.0,yes,no,cellular,31,jul,5.0,3,-1,0,unknown,no,0,3.0,adulto_joven,Q3
1945,labeled,36,management,married,tertiary,no,1585.0,no,no,telephone,3,feb,26.0,2,197,1,failure,no,1,1.0,adulto_joven,Q1
1946,labeled,57,retired,married,secondary,no,40.0,yes,yes,cellular,25,aug,93.0,4,-1,0,unknown,no,0,4.0,adulto,Q3
1947,labeled,34,management,married,secondary,no,-285.0,yes,no,cellular,27,may,532.0,2,-1,0,unknown,no,0,2.0,adulto_joven,Q2
1948,labeled,51,blue-collar,married,secondary,no,1880.0,yes,no,cellular,5,may,57.0,1,-1,0,unknown,no,0,1.0,adulto,Q2
1949,labeled,38,technician,married,secondary,no,823.0,yes,yes,cellular,17,nov,224.0,2,180,1,failure,no,1,1.0,adulto_joven,Q4
1950,labeled,39,blue-collar,married,primary,no,3709.0,yes,no,cellular,16,jun,77.0,1,-1,0,unknown,no,0,1.0,adulto_joven,Q2
1953,labeled,35,technician,married,secondary,no,99.0,yes,yes,cellular,14,may,208.0,5,-1,0,unknown,no,0,5.0,adulto_joven,Q2
1954,labeled,28,unemployed,married,secondary,no,660.0,yes,no,cellular,4,jun,606.0,2,-1,0,unknown,no,0,2.0,joven,Q2
1955,labeled,33,management,divorced,tertiary,no,0.0,yes,yes,cellular,19,aug,275.0,8,-1,0,unknown,no,0,8.0,adulto_joven,Q3
1957,labeled,55,management,married,tertiary,no,532.0,no,no,cellular,19,nov,124.0,2,-1,0,unknown,no,0,2.0,adulto,Q4
1958,labeled,34,technician,single,secondary,no,0.0,yes,yes,cellular,16,may,214.0,1,-1,0,unknown,no,0,1.0,adulto_joven,Q2
1959,labeled,50,management,married,secondary,no,3310.0,no,no,cellular,5,jun,1009.0,2,-1,0,unknown,no,0,2.0,adulto,Q2
1960,labeled,59,management,married,secondary,no,3524.0,no,no,cellular,21,nov,216.0,4,-1,0,unknown,no,0,4.0,adulto,Q4
1962,labeled,49,services,married,secondary,no,69.0,yes,yes,cellular,21,nov,59.0,4,-1,0,unknown,no,0,4.0,adulto,Q4
1963,labeled,32,admin.,single,tertiary,no,-57.0,no,yes,cellular,4,jul,192.0,1,-1,0,unknown,no,0,1.0,adulto_joven,Q3
1964,labeled,48,blue-collar,married,secondary,no,151.0,yes,no,cellular,6,may,73.0,1,-1,0,unknown,no,0,1.0,adulto,Q2
1965,labeled,35,blue-collar,married,primary,no,-14.0,yes,no,cellular,12,may,212.0,5,-1,0,unknown,no,0,5.0,adulto_joven,Q2
1966,labeled,36,management,married,tertiary,no,-289.0,yes,no,cellular,14,may,113.0,3,-1,0,unknown,no,0,3.0,adulto_joven,Q2
1967,labeled,43,management,married,tertiary,no,346.0,no,yes,cellular,15,jul,88.0,3,-1,0,unknown,no,0,3.0,adulto_joven,Q3
1968,labeled,27,services,married,secondary,no,0.0,yes,no,cellular,22,jul,1031.94,13,-1,0,unknown,yes,0,13.0,joven,Q3
1969,labeled,44,management,married,secondary,no,-620.4,yes,no,cellular,20,jun,218.0,1,-1,0,unknown,no,0,1.0,adulto_joven,Q2
1970,labeled,38,unemployed,married,tertiary,no,1442.0,no,no,cellular,26,may,535.0,6,-1,0,unknown,no,0,6.0,adulto_joven,Q2
1971,labeled,48,technician,married,tertiary,no,317.0,no,no,cellular,6,may,135.0,1,-1,0,unknown,no,0,1.0,adulto,Q2
1972,labeled,39,technician,married,secondary,no,149.0,yes,no,cellular,6,may,151.0,2,-1,0,unknown,no,0,2.0,adulto_joven,Q2
1973,labeled,31,entrepreneur,single,tertiary,no,43.0,no,no,cellular,20,nov,185.0,2,-1,0,unknown,no,0,2.0,adulto_joven,Q4
1974,labeled,40,technician,married,tertiary,no,0.0,no,no,cellular,19,aug,44.0,1,-1,0,unknown,no,0,1.0,adulto_joven,Q3
1975,labeled,40,services,married,secondary,no,1436.0,yes,no,cellular,6,may,207.0,1,351,2,failure,no,1,0.3333333333333333,adulto_joven,Q2
1977,labeled,57,retired,married,tertiary,no,0.0,no,no,cellular,12,aug,116.0,4,-1,0,unknown,no,0,4.0,adulto,Q3
1978,labeled,29,admin.,single,secondary,no,3426.0,yes,no,cellular,17,apr,139.0,2,-1,0,unknown,no,0,2.0,joven,Q2
1979,labeled,58,blue-collar,married,primary,no,0.0,yes,no,cellular,31,jul,5.0,25,-1,0,unknown,no,0,25.0,adulto,Q3
1980,labeled,28,management,single,tertiary,no,772.0,no,no,cellular,9,apr,125.0,6,-1,0,unknown,no,0,6.0,joven,Q2
1981,labeled,30,admin.,single,secondary,no,-620.4,no,no,cellular,25,jul,250.0,1,-1,0,unknown,no,0,1.0,joven,Q3
1982,labeled,39,blue-collar,married,primary,no,794.0,yes,no,cellular,19,nov,76.0,6,-1,0,unknown,no,0,6.0,adulto_joven,Q4
1983,labeled,31,technician,single,tertiary,no,976.0,no,no,cellular,15,jun,95.0,1,-1,0,unknown,no,0,1.0,adulto_joven,Q2
1984,labeled,28,blue-collar,married,secondary,no,1133.0,no,no,cellular,6,feb,129.0,4,211,3,other,no,1,1.0,joven,Q1
1986,labeled,50,entrepreneur,married,secondary,no,1011.0,yes,no,telephone,30,jul,340.0,2,-1,0,unknown,no,0,2.0,adulto,Q3
1987,labeled,28,admin.,single,secondary,no,28.0,yes,no,cellular,7,may,227.0,2,-1,0,unknown,no,0,2.0,joven,Q2
1988,labeled,44,management,married,tertiary,no,790.0,no,no,cellular,28,aug,99.0,24,-1,0,unknown,no,0,24.0,adulto_joven,Q3
1989,labeled,39,blue-collar,married,primary,no,46.0,no,no,cellular,13,aug,69.0,1,-1,0,unknown,no,0,1.0,adulto_joven,Q3
1990,labeled,45,services,married,secondary,no,0.0,no,yes,cellular,8,jul,47.0,7,-1,0,unknown,no,0,7.0,adulto_joven,Q3
1991,labeled,61,retired,married,secondary,no,77.0,yes,no,cellular,15,jul,195.0,7,-1,0,unknown,no,0,7.0,senior,Q3
1992,labeled,39,entrepreneur,married,primary,no,238.0,yes,yes,cellular,19,nov,134.0,1,-1,0,unknown,no,0,1.0,adulto_joven,Q4
1993,labeled,34,technician,single,tertiary,no,639.0,no,no,cellular,22,aug,215.0,10,-1,0,unknown,no,0,10.0,adulto_joven,Q3
1995,labeled,48,blue-collar,married,primary,no,752.0,yes,no,cellular,18,may,90.0,6,-1,0,unknown,no,0,6.0,adulto,Q2
1996,labeled,31,technician,single,secondary,no,27.0,no,yes,cellular,16,jul,229.0,1,-1,0,unknown,no,0,1.0,adulto_joven,Q3
1997,labeled,30,blue-collar,single,secondary,yes,451.0,no,no,cellular,14,may,103.0,6,-1,0,unknown,no,0,6.0,joven,Q2
1998,labeled,31,technician,single,tertiary,no,18.0,no,no,cellular,25,aug,121.0,3,-1,0,unknown,no,0,3.0,adulto_joven,Q3
1999,labeled,47,technician,married,primary,no,186.0,yes,no,cellular,9,may,165.0,1,-1,0,unknown,no,0,1.0,adulto,Q2
2000,labeled,39,technician,single,tertiary,no,1192.0,no,no,cellular,8,aug,136.0,1,-1,0,unknown,no,0,1.0,adulto_joven,Q3
2001,labeled,57,technician,married,secondary,no,0.0,no,no,cellular,13,may,44.0,1,-1,0,unknown,no,0,1.0,adulto,Q2
2002,labeled,57,technician,married,secondary,no,1476.0,yes,no,cellular,17,nov,364.0,1,-1,0,unknown,no,0,1.0,adulto,Q4
2003,labeled,31,technician,single,tertiary,no,1173.0,yes,no,cellular,3,jun,207.0,1,-1,0,unknown,no,0,1.0,adulto_joven,Q2
2005,labeled,41,technician,married,tertiary,no,525.0,yes,no,cellular,9,jul,74.0,1,-1,0,unknown,no,0,1.0,adulto_joven,Q3
2006,labeled,39,entrepreneur,married,tertiary,no,1.0,yes,no,cellular,17,nov,180.0,1,-1,0,unknown,no,0,1.0,adulto_joven,Q4
2007,labeled,57,housemaid,married,secondary,no,165.0,yes,no,telephone,10,jul,73.0,1,-1,0,unknown,no,0,1.0,adulto,Q3
2008,labeled,58,blue-collar,married,secondary,no,-33.0,no,yes,telephone,31,jul,77.0,13,-1,0,unknown,no,0,13.0,adulto,Q3
2009,labeled,35,management,married,tertiary,no,940.0,yes,no,cellular,27,may,245.0,2,-1,0,unknown,no,0,2.0,adulto_joven,Q2
2010,labeled,55,blue-collar,married,primary,no,282.0,no,yes,telephone,14,jul,252.0,4,-1,0,unknown,no,0,4.0,adulto,Q3
2012,labeled,42,blue-collar,married,primary,no,267.0,yes,no,telephone,31,jul,175.0,2,-1,0,unknown,no,0,2.0,adulto_joven,Q3
2013,labeled,31,services,single,secondary,no,464.0,no,yes,cellular,2,feb,111.0,1,-1,0,unknown,no,0,1.0,adulto_joven,Q1
2015,labeled,29,management,single,tertiary,no,5988.0,yes,no,cellular,28,may,317.0,1,-1,0,unknown,no,0,1.0,joven,Q2
2016,labeled,38,technician,single,secondary,no,-248.0,yes,no,cellular,18,may,1031.94,3,278,6,success,yes,1,0.42857142857142855,adulto_joven,Q2
2019,labeled,46,blue-collar,married,secondary,no,773.0,no,no,cellular,13,may,152.0,1,-1,0,unknown,no,0,1.0,adulto,Q2
2021,labeled,42,blue-collar,married,secondary,no,236.0,yes,no,cellular,5,jun,175.0,7,-1,0,unknown,no,0,7.0,adulto_joven,Q2
2024,labeled,57,retired,married,primary,no,1624.0,yes,yes,cellular,18,jul,246.0,1,-1,0,unknown,no,0,1.0,adulto,Q3
2025,labeled,52,services,married,secondary,no,108.0,yes,no,cellular,15,may,543.0,12,-1,0,unknown,no,0,12.0,adulto,Q2
2026,labeled,52,blue-collar,married,primary,no,250.0,no,no,cellular,29,jul,268.0,6,-1,0,unknown,no,0,6.0,adulto,Q3
2028,labeled,55,services,divorced,secondary,no,208.0,yes,no,cellular,29,may,200.0,2,-1,0,unknown,no,0,2.0,adulto,Q2
2029,labeled,21,student,single,secondary,no,6849.0,no,no,cellular,14,aug,126.0,3,127,7,other,no,1,0.375,joven,Q3
2031,labeled,32,management,divorced,tertiary,no,-4.0,yes,no,cellular,8,may,399.0,4,-1,0,unknown,no,0,4.0,adulto_joven,Q2
2032,labeled,37,blue-collar,divorced,secondary,no,46.0,yes,no,cellular,8,may,133.0,2,-1,0,unknown,no,0,2.0,adulto_joven,Q2
2033,labeled,40,services,divorced,secondary,no,-83.0,no,yes,cellular,23,jul,186.0,1,-1,0,unknown,no,0,1.0,adulto_joven,Q3
2034,labeled,47,services,single,secondary,no,1781.0,no,no,cellular,19,oct,385.0,2,-1,0,unknown,yes,0,2.0,adulto,Q4
2035,labeled,33,blue-collar,married,secondary,no,291.0,no,yes,cellular,3,jul,267.0,1,-1,0,unknown,no,0,1.0,adulto_joven,Q3
2036,labeled,26,blue-collar,married,primary,no,0.0,yes,no,cellular,21,may,425.0,1,-1,0,unknown,no,0,1.0,joven,Q2
2037,labeled,66,retired,married,secondary,no,4778.0,no,no,cellular,13,aug,72.0,3,-1,0,unknown,no,0,3.0,senior,Q3
2038,labeled,43,blue-collar,divorced,primary,no,89.0,yes,no,cellular,15,may,237.0,2,-1,0,unknown,no,0,2.0,adulto_joven,Q2
2039,labeled,45,technician,married,secondary,no,1404.0,no,no,cellular,11,aug,71.0,2,-1,0,unknown,no,0,2.0,adulto_joven,Q3
2040,labeled,35,technician,married,secondary,no,0.0,yes,no,cellular,9,nov,524.0,1,96,5,success,yes,1,0.16666666666666666,adulto_joven,Q4
2041,labeled,51,admin.,married,secondary,no,2658.0,no,no,telephone,28,jan,148.0,2,-1,0,unknown,no,0,2.0,adulto,Q1
2042,labeled,45,technician,married,secondary,no,1670.0,no,no,cellular,23,oct,76.0,1,-1,0,unknown,no,0,1.0,adulto_joven,Q4
2043,labeled,42,management,divorced,tertiary,no,0.0,no,no,cellular,19,may,131.0,2,-1,0,unknown,no,0,2.0,adulto_joven,Q2
2044,labeled,38,services,married,secondary,no,502.0,yes,yes,cellular,19,may,88.0,5,-1,0,unknown,no,0,5.0,adulto_joven,Q2
2046,labeled,48,technician,single,tertiary,no,-561.0,yes,no,cellular,11,may,168.0,2,-1,0,unknown,no,0,2.0,adulto,Q2
2047,labeled,27,blue-collar,single,primary,no,1215.0,no,no,cellular,29,jan,283.0,1,-1,0,unknown,no,0,1.0,joven,Q1
2048,labeled,30,technician,single,secondary,no,60.0,no,no,cellular,2,feb,465.0,2,-1,0,unknown,no,0,2.0,joven,Q1
2049,labeled,35,services,married,secondary,no,130.0,yes,no,cellular,12,may,136.0,1,-1,0,unknown,no,0,1.0,adulto_joven,Q2
2051,labeled,38,self-employed,married,secondary,no,273.0,yes,no,cellular,28,may,110.0,5,-1,0,unknown,no,0,5.0,adulto_joven,Q2
2053,labeled,62,housemaid,married,secondary,no,569.0,no,no,cellular,4,sep,123.0,3,-1,0,unknown,no,0,3.0,senior,Q3
2054,labeled,60,blue-collar,married,secondary,no,321.0,yes,no,cellular,7,may,63.0,1,-1,0,unknown,no,0,1.0,adulto,Q2
2055,labeled,48,admin.,married,secondary,no,285.0,yes,yes,cellular,29,jul,164.0,6,-1,0,unknown,no,0,6.0,adulto,Q3
2057,labeled,40,management,married,tertiary,no,10.0,yes,no,cellular,18,nov,219.0,3,-1,0,unknown,no,0,3.0,adulto_joven,Q4
2058,labeled,42,technician,married,secondary,no,2027.0,yes,yes,cellular,9,jul,196.0,1,-1,0,unknown,no,0,1.0,adulto_joven,Q3
2059,labeled,35,management,single,tertiary,no,1354.0,yes,no,cellular,16,apr,185.0,1,330,1,failure,no,1,0.5,adulto_joven,Q2
2061,labeled,33,management,married,tertiary,no,278.0,yes,no,cellular,15,may,199.0,2,274,3,other,no,1,0.5,adulto_joven,Q2
2063,labeled,34,entrepreneur,married,secondary,no,5.0,yes,yes,cellular,5,may,184.0,1,167,6,failure,no,1,0.14285714285714285,adulto_joven,Q2
2064,labeled,59,technician,married,primary,no,3168.0,yes,no,cellular,29,may,240.0,2,-1,0,unknown,no,0,2.0,adulto,Q2
2065,labeled,43,management,divorced,tertiary,no,97.0,no,no,cellular,29,jan,24.0,3,-1,0,unknown,no,0,3.0,adulto_joven,Q1
2066,labeled,28,blue-collar,married,primary,no,55.0,yes,no,cellular,6,may,161.0,1,337,1,failure,no,1,0.5,joven,Q2
2067,labeled,41,admin.,married,tertiary,no,1277.0,no,no,cellular,16,jun,286.0,1,-1,0,unknown,no,0,1.0,adulto_joven,Q2
2068,labeled,41,management,married,secondary,no,0.0,no,yes,cellular,7,jul,630.0,3,-1,0,unknown,no,0,3.0,adulto_joven,Q3
2069,labeled,32,admin.,married,secondary,no,0.0,yes,yes,cellular,17,nov,159.0,2,195,2,failure,no,1,0.6666666666666666,adulto_joven,Q4
2070,labeled,36,technician,married,tertiary,no,1317.0,no,no,cellular,29,oct,174.0,2,-1,0,unknown,no,0,2.0,adulto_joven,Q4
2071,labeled,73,retired,married,primary,no,284.0,no,no,cellular,28,jan,399.0,3,-1,0,unknown,yes,0,3.0,senior,Q1
2072,labeled,48,management,married,tertiary,no,1150.0,no,no,cellular,5,aug,389.0,1,64,2,success,yes,1,0.3333333333333333,adulto,Q3
