id,split,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
1839,labeled,31,management,married,tertiary,no,161,no,no,cellular,13,aug,657,7,-1,0,unknown,yes
1840,labeled,54,retired,married,secondary,no,1131,yes,no,cellular,14,may,155,1,177,7,failure,no
1841,labeled,39,technician,married,tertiary,no,212,no,no,unknown,23,jul,36,2,-1,0,unknown,no
1842,labeled,58,retired,single,primary,no,6568,no,no,cellular,21,jul,106,3,-1,0,unknown,no
1843,labeled,21,student,single,secondary,no,2485,no,no,cellular,30,jun,258,6,169,3,success,yes
1844,labeled,39,technician,married,secondary,no,10,yes,no,cellular,18,may,122,3,357,4,failure,no
1845,labeled,32,management,married,secondary,no,3941,yes,no,unknown,29,may,129,2,-1,0,unknown,no
1848,labeled,35,management,single,tertiary,no,628,yes,no,cellular,17,apr,128,3,-1,0,unknown,no
1849,labeled,56,entrepreneur,married,unknown,no,571,no,no,unknown,20,jun,18,2,-1,0,unknown,no
1850,labeled,36,blue-collar,married,secondary,no,190,yes,no,cellular,9,jul,183,1,-1,0,unknown,no
1851,labeled,27,blue-collar,married,secondary,no,2164,yes,no,cellular,16,apr,130,1,323,1,other,no
1852,labeled,43,management,married,secondary,no,-17,yes,no,unknown,16,may,343,1,-1,0,unknown,no
1853,labeled,32,admin.,divorced,secondary,yes,-14,yes,no,unknown,12,may,155,3,-1,0,unknown,no
1854,labeled,48,admin.,married,secondary,no,12,no,yes,cellular,7,jul,46,1,-1,0,unknown,no
1855,labeled,42,unemployed,divorced,tertiary,no,-176,no,no,cellular,29,aug,85,4,-1,0,unknown,no
1856,labeled,45,technician,married,tertiary,no,265,no,no,cellular,28,aug,14,3,-1,0,unknown,no
1858,labeled,33,technician,married,secondary,no,0,yes,yes,cellular,19,nov,163,2,-1,0,unknown,no
1859,labeled,59,retired,married,secondary,no,0,no,no,cellular,18,jul,247,4,-1,0,unknown,no
1860,labeled,48,blue-collar,married,secondary,no,874,yes,no,cellular,13,may,78,2,-1,0,unknown,no
1861,labeled,49,technician,married,secondary,no,12532,no,no,cellular,13,aug,77,8,-1,0,unknown,no
1862,labeled,41,management,divorced,tertiary,no,4559,yes,yes,cellular,16,jul,106,1,-1,0,unknown,no
1863,labeled,38,entrepreneur,married,secondary,no,157,no,yes,cellular,15,may,57,11,366,1,other,no
1864,labeled,38,services,married,secondary,no,-3,no,yes,cellular,21,nov,152,2,-1,0,unknown,no
1865,labeled,65,housemaid,married,primary,no,2171,yes,no,cellular,4,sep,112,7,-1,0,unknown,no
1866,labeled,36,services,single,secondary,no,1484,yes,no,cellular,18,nov,177,2,174,1,other,no
1867,labeled,33,services,married,secondary,no,-334,yes,no,cellular,30,jul,329,5,-1,0,unknown,no
1868,labeled,34,blue-collar,single,tertiary,no,1017,yes,no,unknown,6,may,136,1,-1,0,unknown,no
1869,labeled,40,blue-collar,married,primary,no,97,yes,no,unknown,2,jun,193,5,-1,0,unknown,no
1871,labeled,49,management,single,tertiary,no,582,no,no,cellular,28,aug,70,9,-1,0,unknown,no
1872,labeled,49,blue-collar,single,primary,no,3015,yes,no,unknown,15,may,93,1,-1,0,unknown,no
1873,labeled,26,admin.,married,tertiary,no,2860,no,no,cellular,30,mar,52,3,-1,0,unknown,no
1876,labeled,50,services,married,primary,no,1268,no,no,cellular,18,nov,172,1,-1,0,unknown,no
1877,labeled,32,blue-collar,married,secondary,no,146,no,no,cellular,5,feb,210,1,-1,0,unknown,no
1878,labeled,41,technician,divorced,secondary,no,51,no,no,cellular,20,aug,261,2,-1,0,unknown,no
1879,labeled,43,management,divorced,tertiary,no,45,yes,no,cellular,25,jul,197,6,-1,0,unknown,no
1880,labeled,47,technician,married,tertiary,no,2401,no,no,cellular,12,aug,236,1,104,1,success,no
1881,labeled,36,blue-collar,married,secondary,no,0,yes,no,unknown,6,may,337,1,-1,0,unknown,no
1882,labeled,26,admin.,single,secondary,no,601,no,no,telephone,28,jan,112,1,-1,0,unknown,no
1883,labeled,36,management,single,tertiary,no,2939,no,no,cellular,18,aug,882,8,-1,0,unknown,yes
1884,labeled,37,self-employed,single,tertiary,no,553,no,no,unknown,17,jun,200,2,-1,0,unknown,no
1885,labeled,38,management,single,tertiary,no,1367,no,no,cellular,22,oct,119,4,-1,0,unknown,no
1886,labeled,41,management,married,unknown,no,2457,yes,no,unknown,9,may,285,1,-1,0,unknown,no
1888,labeled,36,services,single,secondary,no,166,yes,no,unknown,7,may,223,2,-1,0,unknown,no
1889,labeled,52,blue-collar,married,primary,no,780,yes,no,unknown,16,may,30,3,-1,0,unknown,no
1890,labeled,27,services,single,secondary,no,198,yes,no,unknown,4,jun,172,2,-1,0,unknown,no
1892,labeled,49,services,married,secondary,no,2201,yes,no,unknown,15,may,233,3,-1,0,unknown,no
1894,labeled,34,management,married,tertiary,no,131,yes,no,cellular,22,apr,156,1,-1,0,unknown,no
1896,labeled,48,management,married,primary,no,607,no,no,cellular,5,mar,77,6,-1,0,unknown,no
1897,labeled,42,self-employed,married,tertiary,no,0,no,no,cellular,8,aug,118,6,-1,0,unknown,no
1898,labeled,34,admin.,single,primary,no,0,yes,yes,cellular,6,may,172,4,-1,0,unknown,no
1899,labeled,41,technician,married,secondary,no,280,yes,no,unknown,15,may,221,4,-1,0,unknown,no
1901,labeled,26,admin.,single,secondary,no,442,no,no,cellular,30,jul,84,3,-1,0,unknown,no
1902,labeled,46,unemployed,divorced,primary,no,18,no,no,cellular,21,nov,344,1,-1,0,unknown,no
1903,labeled,43,management,married,tertiary,no,0,yes,no,cellular,17,nov,110,1,-1,0,unknown,no
1904,labeled,35,self-employed,married,tertiary,no,555,yes,no,cellular,2,apr,58,1,136,1,failure,no
1905,labeled,34,blue-collar,married,primary,no,182,no,no,cellular,24,jul,78,1,-1,0,unknown,no
1906,labeled,42,management,married,tertiary,no,512,no,no,cellular,4,nov,158,1,-1,0,unknown,no
1907,labeled,32,self-employed,married,secondary,no,-41,yes,no,unknown,28,may,234,3,-1,0,unknown,no
1908,labeled,45,admin.,married,unknown,no,2029,no,no,cellular,30,nov,123,1,186,4,failure,no
1909,labeled,35,management,divorced,tertiary,no,154,yes,no,unknown,4,jun,141,6,-1,0,unknown,no
1910,labeled,44,management,married,tertiary,no,3764,no,no,cellular,28,aug,125,12,-1,0,unknown,no
1911,labeled,33,management,single,secondary,no,1562,yes,no,cellular,17,apr,97,1,-1,0,unknown,no
1912,labeled,52,admin.,married,secondary,no,0,no,no,cellular,22,apr,91,2,275,1,failure,no
1913,labeled,58,unemployed,married,tertiary,no,751,no,no,telephone,28,jan,38,1,-1,0,unknown,no
1914,labeled,30,technician,single,tertiary,no,6618,yes,no,cellular,21,aug,239,8,-1,0,unknown,no
1916,labeled,27,blue-collar,divorced,secondary,no,6,yes,no,cellular,14,jul,116,3,-1,0,unknown,no
1917,labeled,35,admin.,divorced,tertiary,no,1559,yes,no,unknown,9,may,26,2,-1,0,unknown,no
1918,labeled,46,services,married,secondary,no,261,yes,no,unknown,16,may,134,4,-1,0,unknown,no
1920,labeled,46,management,married,tertiary,no,468,yes,no,unknown,20,may,128,6,-1,0,unknown,no
1921,labeled,55,technician,married,secondary,no,0,yes,no,unknown,30,may,119,2,-1,0,unknown,no
1922,labeled,51,housemaid,married,secondary,no,265,no,no,cellular,27,aug,316,5,-1,0,unknown,no
1924,labeled,39,blue-collar,single,secondary,no,4141,yes,yes,unknown,2,jun,21,1,-1,0,unknown,no
1925,labeled,43,blue-collar,married,primary,no,234,no,yes,cellular,15,may,45,1,-1,0,unknown,no
1926,labeled,41,blue-collar,married,primary,no,849,yes,no,unknown,15,may,72,1,-1,0,unknown,no
1927,labeled,59,retired,married,secondary,no,9970,yes,no,unknown,29,may,57,2,-1,0,unknown,no
1928,labeled,41,management,married,tertiary,no,4817,no,yes,cellular,18,jul,168,7,-1,0,unknown,no
1929,labeled,53,technician,married,secondary,no,68,no,no,cellular,25,aug,41,2,-1,0,unknown,no
1930,labeled,41,admin.,married,tertiary,no,1535,no,no,cellular,4,may,54,2,-1,0,unknown,no
1931,labeled,32,services,single,secondary,no,174,yes,no,cellular,6,may,145,1,-1,0,unknown,no
1932,labeled,51,technician,married,tertiary,no,2515,no,no,cellular,30,nov,210,3,-1,0,unknown,no
1933,labeled,56,services,married,secondary,no,86,no,no,cellular,27,aug,26,11,-1,0,unknown,no
1934,labeled,30,management,single,tertiary,no,325,yes,no,unknown,6,jun,122,16,-1,0,unknown,no
1935,labeled,56,technician,married,secondary,no,158,yes,yes,cellular,11,may,102,6,349,1,failure,no
1936,labeled,50,housemaid,single,unknown,no,0,no,no,telephone,28,jul,118,8,-1,0,unknown,no
1938,labeled,50,self-employed,married,secondary,no,1131,no,no,cellular,14,aug,219,10,-1,0,unknown,no
1939,labeled,48,management,single,tertiary,no,8103,no,no,unknown,17,nov,125,1,111,3,failure,no
1940,labeled,34,blue-collar,single,secondary,no,1234,yes,no,cellular,18,jul,90,1,-1,0,unknown,no
1941,labeled,38,management,married,tertiary,no,2272,yes,yes,cellular,13,may,244,1,-1,0,unknown,no
1942,labeled,51,housemaid,married,primary,no,29,yes,no,cellular,14,jul,333,2,-1,0,unknown,no
1943,labeled,36,technician,married,secondary,no,184,no,no,cellular,31,aug,69,1,-1,0,unknown,no
1944,labeled,35,services,married,secondary,no,175,yes,no,cellular,31,jul,5,3,-1,0,unknown,no
1945,labeled,36,management,married,tertiary,no,1585,no,no,telephone,3,feb,26,2,197,1,failure,no
1946,labeled,57,retired,married,secondary,no,40,yes,yes,cellular,25,aug,93,4,-1,0,unknown,no
1947,labeled,34,management,married,secondary,no,-285,yes,no,unknown,27,may,532,2,-1,0,unknown,no
1948,labeled,51,blue-collar,married,unknown,no,1880,yes,no,unknown,5,may,57,1,-1,0,unknown,no
1949,labeled,38,technician,married,secondary,no,823,yes,yes,cellular,17,nov,224,2,180,1,failure,no
1950,labeled,39,blue-collar,married,primary,no,3709,yes,no,unknown,16,jun,77,1,-1,0,unknown,no
1953,labeled,35,technician,married,secondary,no,99,yes,yes,unknown,14,may,208,5,-1,0,unknown,no
1954,labeled,28,unemployed,married,secondary,no,660,yes,no,unknown,4,jun,606,2,-1,0,unknown,no
1955,labeled,33,management,divorced,tertiary,no,0,yes,yes,cellular,19,aug,275,8,-1,0,unknown,no
1957,labeled,55,management,married,tertiary,no,532,no,no,cellular,19,nov,124,2,-1,0,unknown,no
1958,labeled,34,technician,single,secondary,no,0,yes,yes,unknown,16,may,214,1,-1,0,unknown,no
1959,labeled,50,management,married,unknown,no,3310,no,no,unknown,5,jun,1009,2,-1,0,unknown,no
1960,labeled,59,management,married,unknown,no,3524,no,no,cellular,21,nov,216,4,-1,0,unknown,no
1962,labeled,49,services,married,secondary,no,69,yes,yes,cellular,21,nov,59,4,-1,0,unknown,no
1963,labeled,32,admin.,single,tertiary,no,-57,no,yes,unknown,4,jul,192,1,-1,0,unknown,no
1964,labeled,48,blue-collar,married,secondary,no,151,yes,no,unknown,6,may,73,1,-1,0,unknown,no
1965,labeled,35,blue-collar,married,primary,no,-14,yes,no,unknown,12,may,212,5,-1,0,unknown,no
1966,labeled,36,management,married,tertiary,no,-289,yes,no,cellular,14,may,113,3,-1,0,unknown,no
1967,labeled,43,management,married,tertiary,no,346,no,yes,cellular,15,jul,88,3,-1,0,unknown,no
1968,labeled,27,services,married,secondary,no,0,yes,no,cellular,22,jul,1608,13,-1,0,unknown,yes
1969,labeled,44,management,married,secondary,no,-1750,yes,no,unknown,20,jun,218,1,-1,0,unknown,no
1970,labeled,38,unemployed,married,tertiary,no,1442,no,no,unknown,26,may,535,6,-1,0,unknown,no
1971,labeled,48,technician,married,tertiary,no,317,no,no,unknown,6,may,135,1,-1,0,unknown,no
1972,labeled,39,technician,married,secondary,no,149,yes,no,cellular,6,may,151,2,-1,0,unknown,no
1973,labeled,31,entrepreneur,single,tertiary,no,43,no,no,cellular,20,nov,185,2,-1,0,unknown,no
1974,labeled,40,technician,married,tertiary,no,0,no,no,cellular,19,aug,44,1,-1,0,unknown,no
1975,labeled,40,services,married,secondary,no,1436,yes,no,cellular,6,may,207,1,351,2,failure,no
1977,labeled,57,retired,married,tertiary,no,0,no,no,cellular,12,aug,116,4,-1,0,unknown,no
1978,labeled,29,admin.,single,secondary,no,3426,yes,no,cellular,17,apr,139,2,-1,0,unknown,no
1979,labeled,58,blue-collar,married,primary,no,0,yes,no,cellular,31,jul,5,25,-1,0,unknown,no
1980,labeled,28,management,single,tertiary,no,772,no,no,cellular,9,apr,125,6,-1,0,unknown,no
1981,labeled,30,admin.,single,secondary,no,-636,no,no,cellular,25,jul,250,1,-1,0,unknown,no
1982,labeled,39,blue-collar,married,primary,no,794,yes,no,cellular,19,nov,76,6,-1,0,unknown,no
1983,labeled,31,technician,single,tertiary,no,976,no,no,cellular,15,jun,95,1,-1,0,unknown,no
1984,labeled,28,blue-collar,married,secondary,no,1133,no,no,cellular,6,feb,129,4,211,3,other,no
1986,labeled,50,entrepreneur,married,secondary,no,1011,yes,no,telephone,30,jul,340,2,-1,0,unknown,no
1987,labeled,28,admin.,single,secondary,no,28,yes,no,cellular,7,may,227,2,-1,0,unknown,no
1988,labeled,44,management,married,tertiary,no,790,no,no,cellular,28,aug,99,24,-1,0,unknown,no
1989,labeled,39,blue-collar,married,primary,no,46,no,no,cellular,13,aug,69,1,-1,0,unknown,no
1990,labeled,45,services,married,secondary,no,0,no,yes,cellular,8,jul,47,7,-1,0,unknown,no
1991,labeled,61,retired,married,secondary,no,77,yes,no,cellular,15,jul,195,7,-1,0,unknown,no
1992,labeled,39,entrepreneur,married,primary,no,238,yes,yes,cellular,19,nov,134,1,-1,0,unknown,no
1993,labeled,34,technician,single,tertiary,no,639,no,no,cellular,22,aug,215,10,-1,0,unknown,no
1995,labeled,48,blue-collar,married,primary,no,752,yes,no,cellular,18,may,90,6,-1,0,unknown,no
1996,labeled,31,technician,single,secondary,no,27,no,yes,cellular,16,jul,229,1,-1,0,unknown,no
1997,labeled,30,blue-collar,single,secondary,yes,451,no,no,unknown,14,may,103,6,-1,0,unknown,no
1998,labeled,31,technician,single,tertiary,no,18,no,no,cellular,25,aug,121,3,-1,0,unknown,no
1999,labeled,47,technician,married,primary,no,186,yes,no,unknown,9,may,165,1,-1,0,unknown,no
2000,labeled,39,technician,single,tertiary,no,1192,no,no,cellular,8,aug,136,1,-1,0,unknown,no
2001,labeled,57,technician,married,secondary,no,0,no,no,unknown,13,may,44,1,-1,0,unknown,no
2002,labeled,57,technician,married,secondary,no,1476,yes,no,cellular,17,nov,364,1,-1,0,unknown,no
2003,labeled,31,technician,single,tertiary,no,1173,yes,no,unknown,3,jun,207,1,-1,0,unknown,no
2005,labeled,41,technician,married,tertiary,no,525,yes,no,cellular,9,jul,74,1,-1,0,unknown,no
2006,labeled,39,entrepreneur,married,tertiary,no,1,yes,no,cellular,17,nov,180,1,-1,0,unknown,no
2007,labeled,57,housemaid,married,secondary,no,165,yes,no,telephone,10,jul,73,1,-1,0,unknown,no
2008,labeled,58,blue-collar,married,secondary,no,-33,no,yes,telephone,31,jul,77,13,-1,0,unknown,no
2009,labeled,35,management,married,tertiary,no,940,yes,no,unknown,27,may,245,2,-1,0,unknown,no
2010,labeled,55,blue-collar,married,primary,no,282,no,yes,telephone,14,jul,252,4,-1,0,unknown,no
2012,labeled,42,blue-collar,married,primary,no,267,yes,no,telephone,31,jul,175,2,-1,0,unknown,no
2013,labeled,31,services,single,secondary,no,464,no,yes,cellular,2,feb,111,1,-1,0,unknown,no
2015,labeled,29,management,single,tertiary,no,5988,yes,no,unknown,28,may,317,1,-1,0,unknown,no
2016,labeled,38,technician,single,secondary,no,-248,yes,no,cellular,18,may,1173,3,278,6,success,yes
2019,labeled,46,blue-collar,married,secondary,no,773,no,no,unknown,13,may,152,1,-1,0,unknown,no
2021,labeled,42,blue-collar,married,secondary,no,236,yes,no,unknown,5,jun,175,7,-1,0,unknown,no
2024,labeled,57,retired,married,primary,no,1624,yes,yes,cellular,18,jul,246,1,-1,0,unknown,no
2025,labeled,52,services,married,secondary,no,108,yes,no,unknown,15,may,543,12,-1,0,unknown,no
2026,labeled,52,unknown,married,primary,no,250,no,no,cellular,29,jul,268,6,-1,0,unknown,no
2028,labeled,55,services,divorced,secondary,no,208,yes,no,unknown,29,may,200,2,-1,0,unknown,no
2029,labeled,21,student,single,secondary,no,6849,no,no,cellular,14,aug,126,3,127,7,other,no
2031,labeled,32,management,divorced,tertiary,no,-4,yes,no,unknown,8,may,399,4,-1,0,unknown,no
2032,labeled,37,blue-collar,divorced,secondary,no,46,yes,no,unknown,8,may,133,2,-1,0,unknown,no
2033,labeled,40,services,divorced,secondary,no,-83,no,yes,cellular,23,jul,186,1,-1,0,unknown,no
2034,labeled,47,services,single,unknown,no,1781,no,no,cellular,19,oct,385,2,-1,0,unknown,yes
2035,labeled,33,blue-collar,married,secondary,no,291,no,yes,unknown,3,jul,267,1,-1,0,unknown,no
2036,labeled,26,blue-collar,married,primary,no,0,yes,no,unknown,21,may,425,1,-1,0,unknown,no
2037,labeled,66,retired,married,secondary,no,4778,no,no,cellular,13,aug,72,3,-1,0,unknown,no
2038,labeled,43,blue-collar,divorced,primary,no,89,yes,no,unknown,15,may,237,2,-1,0,unknown,no
2039,labeled,45,technician,married,secondary,no,1404,no,no,cellular,11,aug,71,2,-1,0,unknown,no
2040,labeled,35,technician,married,secondary,no,0,yes,no,cellular,9,nov,524,1,96,5,success,yes
2041,labeled,51,admin.,married,secondary,no,2658,no,no,telephone,28,jan,148,2,-1,0,unknown,no
2042,labeled,45,technician,married,secondary,no,1670,no,no,cellular,23,oct,76,1,-1,0,unknown,no
2043,labeled,42,management,divorced,tertiary,no,0,no,no,unknown,19,may,131,2,-1,0,unknown,no
2044,labeled,38,services,married,secondary,no,502,yes,yes,unknown,19,may,88,5,-1,0,unknown,no
2046,labeled,48,technician,single,tertiary,no,-561,yes,no,cellular,11,may,168,2,-1,0,unknown,no
2047,labeled,27,blue-collar,single,primary,no,1215,no,no,cellular,29,jan,283,1,-1,0,unknown,no
2048,labeled,30,technician,single,secondary,no,60,no,no,cellular,2,feb,465,2,-1,0,unknown,no
2049,labeled,35,services,married,secondary,no,130,yes,no,cellular,12,may,136,1,-1,0,unknown,no
2051,labeled,38,self-employed,married,secondary,no,273,yes,no,unknown,28,may,110,5,-1,0,unknown,no
2053,labeled,62,housemaid,married,secondary,no,569,no,no,cellular,4,sep,123,3,-1,0,unknown,no
2054,labeled,60,blue-collar,married,secondary,no,321,yes,no,cellular,7,may,63,1,-1,0,unknown,no
2055,labeled,48,admin.,married,secondary,no,285,yes,yes,cellular,29,jul,164,6,-1,0,unknown,no
2057,labeled,40,management,married,tertiary,no,10,yes,no,cellular,18,nov,219,3,-1,0,unknown,no
2058,labeled,42,technician,married,secondary,no,2027,yes,yes,cellular,9,jul,196,1,-1,0,unknown,no
2059,labeled,35,management,single,tertiary,no,1354,yes,no,cellular,16,apr,185,1,330,1,failure,no
2061,labeled,33,management,married,tertiary,no,278,yes,no,cellular,15,may,199,2,274,3,other,no
2063,labeled,34,entrepreneur,married,secondary,no,5,yes,yes,cellular,5,may,184,1,167,6,failure,no
2064,labeled,59,technician,married,primary,no,3168,yes,no,unknown,29,may,240,2,-1,0,unknown,no
2065,labeled,43,management,divorced,tertiary,no,97,no,no,cellular,29,jan,24,3,-1,0,unknown,no
2066,labeled,28,blue-collar,married,primary,no,55,yes,no,cellular,6,may,161,1,337,1,failure,no
2067,labeled,41,admin.,married,tertiary,no,1277,no,no,unknown,16,jun,286,1,-1,0,unknown,no
2068,labeled,41,management,married,secondary,no,0,no,yes,cellular,7,jul,630,3,-1,0,unknown,no
2069,labeled,32,admin.,married,secondary,no,0,yes,yes,cellular,17,nov,159,2,195,2,failure,no
2070,labeled,36,technician,married,tertiary,no,1317,no,no,cellular,29,oct,174,2,-1,0,unknown,no
2071,labeled,73,retired,married,primary,no,284,no,no,cellular,28,jan,399,3,-1,0,unknown,yes
2072,labeled,48,management,married,tertiary,no,1150,no,no,cellular,5,aug,389,1,64,2,success,yes
2073,labeled,37,management,married,tertiary,no,537,yes,yes,unknown,21,may,143,1,-1,0,unknown,no
2074,labeled,38,technician,married,tertiary,no,49,no,no,cellular,22,jul,125,4,-1,0,unknown,no
2076,labeled,34,blue-collar,married,secondary,no,1306,yes,no,unknown,20,may,120,1,-1,0,unknown,no
2077,labeled,46,technician,married,secondary,no,1419,yes,no,unknown,14,may,32,3,-1,0,unknown,no
2078,labeled,34,blue-collar,married,secondary,no,1421,yes,yes,unknown,27,may,157,2,-1,0,unknown,no
2080,labeled,43,self-employed,married,secondary,no,99,no,no,unknown,17,jun,332,1,-1,0,unknown,no
2081,labeled,31,blue-collar,married,secondary,no,0,yes,no,unknown,5,may,143,1,-1,0,unknown,no
2083,labeled,45,blue-collar,married,primary,no,101,yes,no,unknown,7,may,923,3,-1,0,unknown,no
2084,labeled,35,technician,divorced,secondary,no,59,yes,no,unknown,8,may,461,3,-1,0,unknown,no
2085,labeled,41,management,married,tertiary,no,185,yes,yes,unknown,5,may,42,1,-1,0,unknown,no
2087,labeled,42,technician,married,secondary,no,609,yes,no,cellular,11,may,432,2,-1,0,unknown,no
2088,labeled,30,services,married,secondary,no,217,no,yes,unknown,3,jun,23,1,-1,0,unknown,no
2090,labeled,27,services,married,secondary,no,54,yes,no,cellular,18,may,97,1,370,1,failure,no
2091,labeled,30,blue-collar,single,secondary,no,312,no,no,cellular,23,jun,1407,1,-1,0,unknown,yes
2092,labeled,26,housemaid,married,secondary,no,-759,yes,no,cellular,11,jul,191,1,-1,0,unknown,no
2093,labeled,40,blue-collar,married,secondary,no,950,no,yes,unknown,12,jun,140,1,-1,0,unknown,no
2094,labeled,28,student,single,secondary,no,383,yes,no,cellular,17,apr,346,1,-1,0,unknown,no
2095,labeled,27,services,single,secondary,no,466,yes,no,cellular,13,may,109,1,-1,0,unknown,no
2096,labeled,35,admin.,married,tertiary,no,1147,yes,no,cellular,2,feb,82,2,-1,0,unknown,no
2097,labeled,40,admin.,divorced,secondary,no,3,no,no,unknown,11,jun,140,1,-1,0,unknown,no
2099,labeled,28,admin.,single,secondary,no,4739,no,no,telephone,12,may,360,1,181,5,success,yes
2101,labeled,54,services,married,secondary,no,817,no,no,cellular,31,jul,113,6,-1,0,unknown,no
2102,labeled,33,technician,divorced,secondary,yes,-306,no,yes,unknown,9,may,109,1,-1,0,unknown,no
2103,labeled,36,management,married,secondary,no,648,yes,no,cellular,18,nov,54,2,-1,0,unknown,no
2104,labeled,31,management,married,secondary,no,1377,yes,no,cellular,12,aug,129,4,-1,0,unknown,no
2105,labeled,56,retired,married,tertiary,no,470,no,no,cellular,5,feb,97,1,-1,0,unknown,no
2106,labeled,32,technician,married,secondary,yes,0,yes,yes,cellular,25,aug,132,8,-1,0,unknown,no
2107,labeled,50,technician,married,secondary,no,1404,no,no,cellular,6,aug,131,3,-1,0,unknown,no
2108,labeled,44,admin.,married,secondary,no,0,yes,yes,unknown,16,may,159,1,-1,0,unknown,no
2110,labeled,43,blue-collar,married,secondary,no,1334,yes,no,unknown,6,may,371,2,-1,0,unknown,no
2111,labeled,30,blue-collar,married,primary,no,1324,yes,no,unknown,21,may,395,2,-1,0,unknown,no
2112,labeled,47,technician,married,unknown,no,2106,yes,no,unknown,6,may,168,1,-1,0,unknown,no
2113,labeled,46,technician,married,tertiary,no,341,yes,yes,cellular,5,may,84,1,-1,0,unknown,no
2115,labeled,31,management,married,tertiary,no,625,yes,no,cellular,13,may,96,2,349,5,failure,no
2116,labeled,71,retired,divorced,tertiary,no,253,no,no,cellular,12,aug,1117,2,-1,0,unknown,no
2118,labeled,50,unemployed,divorced,secondary,no,23,no,no,cellular,4,aug,282,2,-1,0,unknown,no
2120,labeled,46,blue-collar,married,primary,no,252,yes,no,unknown,27,may,217,1,-1,0,unknown,no
2121,labeled,32,services,married,secondary,no,64,yes,no,unknown,15,may,546,9,-1,0,unknown,no
2122,labeled,31,admin.,single,secondary,no,1583,yes,no,unknown,3,jun,14,1,-1,0,unknown,no
2124,labeled,29,services,married,secondary,no,2,yes,no,cellular,10,jul,183,1,-1,0,unknown,no
2125,labeled,58,retired,divorced,unknown,no,5914,yes,no,cellular,23,jul,255,1,-1,0,unknown,no
2126,labeled,27,blue-collar,single,secondary,no,156,no,no,cellular,22,jul,203,1,-1,0,unknown,no
2127,labeled,29,blue-collar,single,secondary,no,16,yes,no,cellular,11,may,262,3,-1,0,unknown,no
2128,labeled,26,blue-collar,single,primary,no,-881,yes,no,cellular,18,may,827,2,-1,0,unknown,yes
2129,labeled,42,blue-collar,married,primary,no,-11,yes,no,unknown,9,may,291,4,-1,0,unknown,no
2131,labeled,35,blue-collar,married,secondary,no,243,yes,no,cellular,20,apr,41,3,-1,0,unknown,no
2132,labeled,38,services,married,secondary,no,-311,yes,no,unknown,28,may,66,2,-1,0,unknown,no
2133,labeled,36,technician,divorced,secondary,no,-426,yes,no,unknown,2,jun,85,8,-1,0,unknown,no
2134,labeled,36,blue-collar,single,primary,no,1304,yes,no,unknown,20,jun,8,10,-1,0,unknown,no
2135,labeled,52,?,married,secondary,no,140,no,no,cellular,25,aug,112,6,-1,0,unknown,no
2136,labeled,31,admin.,single,secondary,no,144,yes,no,unknown,4,jul,43,11,-1,0,unknown,no
2138,labeled,38,technician,single,tertiary,no,0,yes,no,cellular,1,jun,71,1,-1,0,unknown,no
2139,labeled,35,management,married,tertiary,no,1091,no,yes,cellular,29,jan,127,2,-1,0,unknown,no
2141,labeled,49,management,divorced,tertiary,no,1410,no,no,unknown,8,jun,29,1,-1,0,unknown,no
2142,labeled,49,management,married,tertiary,no,82,no,no,cellular,29,jan,165,1,-1,0,unknown,no
2143,labeled,48,management,divorced,tertiary,no,109,yes,no,unknown,27,may,89,2,-1,0,unknown,no
2144,labeled,28,management,married,tertiary,no,3685,no,yes,cellular,8,jul,70,2,-1,0,unknown,no
2145,labeled,41,admin.,married,secondary,no,21513,yes,no,unknown,5,jun,87,1,-1,0,unknown,no
2146,labeled,44,blue-collar,divorced,secondary,no,222,no,no,cellular,30,jul,149,13,-1,0,unknown,no
2147,labeled,33,blue-collar,married,secondary,no,91,yes,no,unknown,19,may,364,1,-1,0,unknown,no
2149,labeled,35,technician,married,secondary,no,-264,yes,no,cellular,29,jan,381,1,247,2,failure,no
2150,labeled,42,management,married,tertiary,no,9003,no,no,cellular,20,nov,135,2,-1,0,unknown,no
2151,labeled,51,admin.,single,tertiary,no,25,yes,no,cellular,30,jan,158,1,-1,0,unknown,no
2152,labeled,43,blue-collar,married,secondary,no,135,no,no,cellular,5,may,156,1,337,3,failure,no
2153,labeled,58,admin.,married,secondary,no,4,yes,yes,telephone,25,jul,282,9,-1,0,unknown,no
2155,labeled,27,admin.,married,secondary,no,126,no,no,cellular,13,oct,123,2,-1,0,unknown,no
2156,labeled,40,technician,married,secondary,no,4445,yes,no,cellular,20,nov,153,2,183,2,failure,no
2158,labeled,27,admin.,married,secondary,no,717,yes,yes,cellular,6,may,653,1,334,2,success,yes
2159,labeled,31,management,single,tertiary,no,12559,no,no,cellular,9,sep,344,1,295,1,failure,yes
2160,labeled,36,management,single,tertiary,no,679,no,yes,unknown,4,jul,85,3,-1,0,unknown,no
2162,labeled,32,management,single,tertiary,no,470,yes,no,cellular,11,may,72,2,361,1,other,no
2164,labeled,32,blue-collar,married,secondary,no,103,yes,no,unknown,19,may,191,4,-1,0,unknown,no
2165,labeled,34,self-employed,single,tertiary,no,881,yes,no,cellular,17,nov,145,2,-1,0,unknown,no
2166,labeled,49,technician,married,secondary,yes,-66,yes,no,cellular,19,nov,114,1,-1,0,unknown,no
